A2,A3,A4,A5,A6,A7,A10,A12,A13,A14,A1,A8,A9,A11,outcome
124.0,?,2.0,?,?,7.0,?,2.0,?,?,?,0.0,0.0,?,0
?,?,1.0,?,?,4.0,1.0,?,?,?,?,?,0.0,?,0
117.0,61.0,2.0,?,?,14.0,1.0,2.0,162.0,206.0,1.0,?,?,?,0
?,3.0,1.0,7.0,?,2.0,2.0,2.0,98.0,180.0,?,1.0,?,?,1
?,?,?,11.0,?,?,12.0,2.0,?,49.0,?,?,?,0.0,1
62.0,?,?,14.0,?,8.0,?,2.0,?,1.0,?,1.0,?,?,1
73.0,164.0,?,?,4.0,58.0,8.0,2.0,?,?,1.0,?,1.0,1.0,1
32.0,?,1.0,?,?,?,?,2.0,63.0,?,?,0.0,?,1.0,0
319.0,198.0,2.0,?,?,?,16.0,2.0,1.0,?,0.0,1.0,?,0.0,1
185.0,13.0,2.0,?,4.0,?,?,?,?,?,0.0,0.0,?,?,1
?,?,2.0,?,1.0,?,?,2.0,?,1.0,?,1.0,1.0,?,0
326.0,124.0,?,7.0,4.0,124.0,?,2.0,?,167.0,?,?,1.0,?,1
?,107.0,?,10.0,?,52.0,?,?,?,?,?,?,1.0,1.0,1
?,20.0,1.0,?,4.0,16.0,?,2.0,?,1.0,?,?,0.0,?,0
?,167.0,?,?,1.0,1.0,1.0,2.0,?,?,?,?,0.0,0.0,0
?,46.0,2.0,9.0,?,47.0,12.0,?,140.0,?,1.0,1.0,?,?,1
?,?,2.0,3.0,5.0,?,?,2.0,?,210.0,?,0.0,?,1.0,0
?,?,2.0,?,?,?,1.0,?,149.0,1.0,?,0.0,0.0,?,0
191.0,?,?,?,?,103.0,?,?,1.0,1.0,1.0,1.0,?,?,1
?,85.0,2.0,?,?,17.0,?,?,64.0,1.0,0.0,1.0,?,1.0,1
278.0,26.0,2.0,11.0,8.0,?,2.0,2.0,110.0,145.0,0.0,?,1.0,?,1
?,87.0,2.0,?,?,?,1.0,?,117.0,1.0,?,?,?,?,1
170.0,87.0,1.0,?,4.0,37.0,?,2.0,?,?,1.0,0.0,?,?,0
?,164.0,2.0,13.0,4.0,18.0,?,2.0,32.0,1.0,1.0,1.0,?,?,1
?,?,2.0,9.0,?,3.0,?,2.0,?,7.0,1.0,0.0,?,?,1
?,?,?,6.0,?,3.0,?,?,32.0,1.0,?,1.0,?,?,1
?,?,1.0,?,4.0,?,?,?,79.0,?,1.0,0.0,?,0.0,0
