company1,company2,company3,company4,company5,company6,company7,company8,company9,outcome
27.672,?,20.375,?,75.75,32.75,69.375,19.625,?,1
?,?,17.5,56.5,53.75,?,79.375,27.5,?,1
36.828,57.625,20.375,49.5,71.25,25.25,80.5,?,48.125,0
27.719,?,21.0,?,77.375,31.75,70.5,20.25,41.625,1
39.078,57.375,21.5,50.75,72.25,?,78.75,24.625,47.5,0
?,19.25,?,?,?,15.75,65.625,22.75,?,0
44.75,38.0,14.375,?,56.625,17.625,61.875,21.625,?,0
37.422,50.625,18.25,45.875,?,?,76.75,23.25,?,0
33.672,?,20.625,45.875,84.375,26.75,?,21.75,45.125,0
48.328,37.25,?,42.75,?,17.125,65.0,22.875,?,0
?,?,21.25,46.375,94.125,27.625,68.0,?,?,0
?,24.625,?,46.25,43.625,18.625,?,25.375,36.125,0
?,26.125,?,?,?,15.125,?,22.875,?,0
?,53.25,22.25,?,65.0,31.5,66.375,21.25,47.25,1
?,37.0,15.125,?,?,23.0,?,27.375,39.125,1
?,50.25,19.625,?,62.125,?,?,17.375,47.75,1
21.281,52.75,?,46.125,62.25,28.75,69.75,18.375,47.375,1
29.328000000000007,?,21.625,45.125,90.375,27.25,66.125,21.5,43.75,1
39.25,57.625,21.125,50.625,72.625,?,78.75,24.125,47.25,0
47.0,35.0,16.25,55.625,44.125,?,?,27.625,?,1
33.672,58.625,20.375,48.125,73.875,25.5,78.0,?,?,0
20.672,53.0,23.25,44.5,61.75,29.875,66.5,19.75,49.25,1
48.375,?,15.5,50.125,39.25,26.375,?,28.0,39.625,0
?,21.0,?,?,?,?,64.375,22.75,33.25,1
41.25,44.125,?,45.875,?,?,68.25,?,49.25,0
40.375,25.875,?,38.5,?,15.875,63.25,24.5,?,1
38.672,?,20.875,50.375,72.125,23.0,78.5,23.75,47.0,0
20.391,?,19.0,?,61.625,29.25,67.5,18.0,46.0,1
?,?,19.0,48.125,?,18.875,81.125,?,47.25,0
46.125,?,15.25,?,?,15.125,65.375,24.25,33.125,1
49.5,23.625,?,?,?,26.125,?,28.5,41.25,0
?,25.125,16.5,37.75,?,16.5,63.75,25.25,39.0,1
58.125,34.5,?,45.625,?,?,?,?,?,0
?,27.5,14.625,37.125,44.0,14.75,60.625,25.875,39.75,0
28.828000000000007,?,21.875,?,90.375,26.75,?,?,43.375,1
25.938,49.75,?,?,?,30.0,?,?,41.125,1
38.422,57.5,20.625,50.75,71.25,22.375,78.625,23.75,46.75,0
?,?,?,39.125,?,16.875,66.25,20.25,48.25,0
44.625,?,17.625,56.5,54.0,?,80.125,27.75,42.25,1
?,39.375,13.0,39.625,?,17.5,64.125,22.125,47.625,0
32.328,56.5,?,46.125,93.75,27.125,68.875,?,?,0
?,?,22.375,42.125,?,32.875,73.0,21.875,45.625,1
?,31.875,15.875,41.625,?,?,64.0,28.125,?,0
46.125,27.25,?,?,?,?,?,21.0,38.0,0
35.5,57.75,20.125,48.75,73.875,?,?,22.875,48.5,0
47.25,?,16.25,54.875,40.5,28.25,?,28.0,39.25,0
46.375,?,?,57.625,?,?,81.625,26.875,40.125,1
23.938,53.0,19.875,40.0,59.5,28.75,61.5,18.625,45.0,1
?,50.875,19.75,40.625,79.375,27.125,67.5,21.875,?,1
39.328,43.25,17.125,40.125,67.75,16.375,?,?,?,0
46.0,39.25,16.125,?,51.0,23.0,81.5,27.375,39.75,1
44.875,?,18.625,43.875,37.625,18.0,?,27.25,?,0
?,34.5,14.0,42.5,?,16.75,64.125,24.875,49.0,0
28.828000000000007,54.25,23.625,?,77.25,35.0,71.625,22.0,44.875,1
46.375,22.625,?,41.0,51.75,?,70.125,26.375,?,1
22.0,56.625,21.375,43.75,64.25,29.25,67.75,18.375,44.375,1
?,26.875,?,?,?,16.375,62.375,21.5,36.375,1
26.719,51.375,?,?,78.875,28.375,66.375,?,42.5,1
?,37.625,13.5,39.5,?,16.25,61.625,21.0,49.75,0
48.125,?,?,57.75,55.125,?,?,27.625,42.5,0
59.125,32.0,18.0,42.375,?,?,?,27.625,45.625,0
