A2,A3,A4,A5,A6,A7,A10,A12,A13,A14,A1,A8,A9,A11,outcome
?,46.0,?,8.0,?,7.0,1.0,2.0,?,?,?,?,0.0,?,0
114.0,69.0,?,13.0,?,90.0,?,2.0,?,1.0,1.0,?,1.0,0.0,1
?,56.0,?,9.0,4.0,7.0,1.0,2.0,63.0,?,?,0.0,0.0,?,0
222.0,154.0,1.0,4.0,4.0,?,1.0,?,?,1.0,1.0,0.0,?,0.0,0
?,?,2.0,?,?,14.0,1.0,?,162.0,?,?,0.0,?,?,0
189.0,?,?,?,?,2.0,?,?,98.0,?,1.0,?,1.0,?,1
40.0,?,2.0,11.0,?,8.0,?,2.0,24.0,?,0.0,?,1.0,0.0,1
62.0,?,?,14.0,4.0,?,?,2.0,?,?,?,1.0,?,?,1
73.0,?,?,?,?,58.0,?,?,?,140.0,?,?,?,1.0,1
?,83.0,1.0,1.0,1.0,1.0,?,2.0,63.0,?,?,?,0.0,1.0,0
319.0,198.0,2.0,?,?,?,16.0,?,1.0,87.0,0.0,1.0,?,0.0,1
?,?,?,13.0,4.0,?,1.0,2.0,102.0,35.0,0.0,0.0,?,0.0,1
294.0,204.0,2.0,1.0,?,?,2.0,2.0,?,1.0,?,?,?,?,0
?,124.0,2.0,?,?,124.0,?,?,?,167.0,?,1.0,1.0,?,1
147.0,?,2.0,?,?,52.0,6.0,?,31.0,?,?,?,1.0,1.0,1
?,?,?,?,4.0,?,?,2.0,53.0,1.0,0.0,?,0.0,1.0,0
?,167.0,2.0,?,?,1.0,1.0,?,65.0,215.0,?,?,0.0,?,0
?,?,2.0,?,4.0,?,12.0,2.0,?,?,?,1.0,?,1.0,1
192.0,?,?,3.0,?,4.0,?,?,141.0,?,?,?,?,?,0
230.0,?,?,?,?,65.0,?,2.0,149.0,1.0,0.0,?,?,?,0
191.0,73.0,2.0,?,?,103.0,1.0,2.0,1.0,?,1.0,?,0.0,?,1
?,?,2.0,?,8.0,?,10.0,?,?,?,0.0,1.0,1.0,1.0,1
?,26.0,?,11.0,?,?,?,?,110.0,145.0,?,1.0,1.0,?,1
?,87.0,?,?,4.0,58.0,1.0,2.0,?,1.0,?,1.0,?,1.0,1
?,87.0,?,13.0,?,?,?,2.0,?,?,1.0,0.0,0.0,1.0,0
?,?,2.0,?,?,?,1.0,?,?,?,?,1.0,0.0,0.0,1
?,106.0,?,9.0,4.0,?,1.0,2.0,100.0,?,1.0,?,?,1.0,1
?,?,?,?,4.0,3.0,1.0,2.0,32.0,1.0,?,?,0.0,?,1
?,40.0,1.0,4.0,4.0,?,?,2.0,?,?,1.0,0.0,?,0.0,0
