company1,company2,company3,company4,company5,company6,company7,company8,company9,outcome
26.219,49.75,21.125,39.375,?,29.25,64.875,19.875,42.125,1
20.563,52.625,18.875,46.5,63.375,32.125,67.0,18.0,49.0,1
21.281,52.75,19.125,46.875,62.0,29.375,69.25,18.25,47.125,1
26.063,?,20.75,40.0,62.625,29.625,64.75,19.625,41.0,1
58.625,35.125,15.75,?,38.625,19.625,65.0,27.375,49.625,0
46.0,44.125,19.75,57.0,53.375,29.0,84.625,?,45.0,1
21.063,54.0,19.5,46.375,63.75,30.5,68.75,18.875,49.5,1
19.891,52.875,18.875,45.0,61.375,29.25,67.375,17.625,44.5,1
24.391,54.0,20.75,42.875,61.5,29.75,64.75,19.5,47.75,1
42.875,23.375,18.0,?,46.625,16.75,68.625,26.75,34.375,1
21.781,53.5,19.625,?,?,?,63.25,18.5,44.5,1
45.75,40.25,17.5,55.25,50.25,25.25,?,?,?,1
35.0,58.25,22.125,45.75,72.25,25.75,75.75,22.5,48.625,0
21.109,53.0,19.25,45.875,62.0,?,67.125,19.0,50.0,1
28.281,50.875,21.25,41.875,?,31.625,70.75,21.0,42.75,1
36.078,56.875,20.5,49.75,72.75,23.75,?,24.25,46.875,0
32.438,56.875,21.25,45.5,88.125,27.375,68.625,22.5,45.125,0
35.328,?,?,48.75,73.25,25.25,79.0,23.0,47.875,0
?,?,19.75,47.375,73.0,25.375,78.0,23.0,49.0,0
21.328000000000007,52.25,19.25,46.375,63.25,27.625,69.5,18.125,49.125,1
46.625,33.25,15.875,55.125,42.75,27.625,?,?,40.75,0
?,37.875,14.5,?,56.75,16.625,62.625,22.375,50.5,0
30.281,53.5,21.75,45.875,92.25,28.0,68.625,22.0,44.875,1
34.25,58.25,20.25,48.25,73.875,25.75,79.0,23.625,49.0,0
43.25,44.5,19.25,59.375,55.625,29.0,84.375,?,?,0
25.891,53.0,21.5,41.375,?,30.5,65.25,20.5,45.5,1
39.0,?,21.0,50.625,72.625,?,79.125,24.25,?,0
26.719,50.875,20.125,40.75,77.125,27.875,67.375,?,42.25,1
?,41.25,17.625,56.5,51.375,25.25,?,27.125,41.5,1
27.328000000000007,?,20.25,39.75,76.625,?,70.375,20.875,42.625,1
35.172,58.0,21.875,46.0,80.125,?,71.75,22.25,46.25,0
27.672,50.125,20.375,41.375,75.75,32.75,69.375,19.625,41.75,1
?,42.125,17.5,56.5,53.75,24.75,79.375,27.5,41.75,1
?,57.625,20.375,49.5,71.25,25.25,80.5,?,?,0
27.719,49.375,21.0,41.75,77.375,31.75,70.5,20.25,41.625,1
39.078,?,21.5,50.75,72.25,23.625,78.75,?,47.5,0
48.25,19.25,?,38.5,48.875,15.75,?,22.75,32.25,0
44.75,38.0,14.375,42.75,56.625,17.625,61.875,21.625,50.5,0
37.422,50.625,18.25,45.875,69.125,18.625,76.75,23.25,47.125,0
33.672,56.25,20.625,?,84.375,26.75,69.875,21.75,?,0
48.328,37.25,15.375,42.75,56.375,17.125,65.0,?,48.375,0
32.5,?,21.25,46.375,94.125,27.625,68.0,22.0,44.875,0
45.125,24.625,19.75,46.25,43.625,18.625,67.5,25.375,36.125,0
48.5,26.125,15.375,?,43.75,15.125,?,22.875,39.5,0
25.781,53.25,?,43.125,65.0,31.5,66.375,21.25,47.25,1
47.625,?,15.125,55.0,47.25,23.0,79.0,27.375,39.125,1
19.0,50.25,?,44.0,62.125,30.0,66.5,17.375,47.75,1
?,52.75,19.0,46.125,62.25,28.75,69.75,18.375,47.375,1
29.328000000000007,53.375,21.625,45.125,?,27.25,66.125,21.5,?,1
39.25,57.625,21.125,50.625,72.625,?,78.75,24.125,47.25,0
47.0,35.0,16.25,55.625,44.125,28.875,81.25,27.625,39.625,1
33.672,58.625,20.375,48.125,73.875,25.5,78.0,22.875,48.625,0
20.672,53.0,23.25,44.5,61.75,29.875,66.5,19.75,49.25,1
?,29.125,15.5,?,39.25,26.375,78.75,28.0,?,0
?,21.0,?,?,?,15.0,64.375,22.75,33.25,1
41.25,?,15.125,45.875,62.625,17.875,68.25,22.5,49.25,0
40.375,25.875,15.75,38.5,45.75,15.875,63.25,24.5,37.125,1
38.672,57.125,20.875,50.375,72.125,23.0,78.5,23.75,47.0,0
20.391,52.5,19.0,?,61.625,29.25,67.5,18.0,46.0,1
37.828,52.75,19.0,48.125,69.5,18.875,81.125,23.25,47.25,0
46.125,22.125,15.25,38.0,50.0,15.125,65.375,24.25,33.125,1
49.5,23.625,15.375,?,40.5,26.125,77.75,28.5,41.25,0
45.625,25.125,16.5,?,50.0,16.5,?,25.25,39.0,1
?,34.5,15.875,?,39.5,19.75,64.75,27.5,49.125,0
53.25,27.5,14.625,?,44.0,14.75,60.625,25.875,39.75,0
28.828000000000007,53.625,21.875,45.0,90.375,26.75,66.375,21.0,43.375,1
25.938,49.75,?,39.125,64.5,30.0,64.125,19.5,41.125,1
38.422,?,20.625,50.75,71.25,22.375,78.625,23.75,?,0
40.328,44.75,16.125,39.125,61.375,16.875,66.25,20.25,48.25,0
44.625,42.25,17.625,56.5,54.0,24.75,80.125,27.75,42.25,1
42.078,39.375,13.0,39.625,52.5,17.5,?,22.125,47.625,0
32.328,56.5,21.0,46.125,93.75,27.125,68.875,22.125,44.875,0
28.672,?,22.375,42.125,73.0,32.875,73.0,21.875,?,1
61.125,31.875,15.875,41.625,42.5,18.25,64.0,28.125,47.125,0
46.125,27.25,15.75,35.5,?,16.0,?,21.0,38.0,0
35.5,?,20.125,48.75,73.875,25.625,78.875,22.875,48.5,0
47.25,34.375,16.25,54.875,40.5,28.25,?,28.0,39.25,0
?,39.0,16.5,?,49.875,22.625,81.625,26.875,40.125,1
23.938,53.0,?,40.0,59.5,28.75,61.5,18.625,45.0,1
27.172,50.875,19.75,40.625,79.375,27.125,67.5,21.875,42.5,1
39.328,?,17.125,40.125,67.75,16.375,68.5,21.125,45.25,0
46.0,39.25,16.125,59.25,51.0,23.0,81.5,27.375,39.75,1
44.875,25.375,?,43.875,37.625,18.0,69.0,27.25,36.25,0
49.328,34.5,14.0,?,47.5,16.75,64.125,?,49.0,0
28.828000000000007,54.25,23.625,44.375,77.25,35.0,71.625,22.0,44.875,1
46.375,22.625,17.25,?,51.75,16.125,70.125,26.375,35.125,1
22.0,56.625,21.375,43.75,64.25,29.25,67.75,18.375,44.375,1
?,26.875,15.25,34.625,?,16.375,62.375,21.5,36.375,1
26.719,?,20.0,40.5,78.875,?,66.375,21.375,42.5,1
43.328,?,13.5,39.5,54.625,16.25,61.625,21.0,49.75,0
?,39.875,17.125,57.75,55.125,25.125,85.25,27.625,42.5,0
59.125,32.0,18.0,42.375,38.125,18.25,?,27.625,45.625,0
