A2,A3,A4,A5,A6,A7,A10,A12,A13,A14,A1,A8,A9,A11,outcome
220.0,109.0,2.0,11.0,?,4.0,?,2.0,?,1.0,0.0,1.0,0.0,1.0,1
153.0,119.0,2.0,?,?,76.0,?,2.0,1.0,?,0.0,?,1.0,1.0,1
124.0,55.0,?,?,8.0,26.0,5.0,2.0,45.0,224.0,1.0,1.0,?,0.0,1
192.0,?,?,3.0,?,71.0,?,?,?,?,1.0,1.0,?,0.0,1
94.0,40.0,2.0,1.0,1.0,?,1.0,2.0,24.0,1.0,0.0,1.0,0.0,0.0,0
184.0,?,2.0,3.0,5.0,76.0,1.0,1.0,?,1.0,1.0,?,0.0,1.0,0
182.0,?,1.0,6.0,4.0,47.0,1.0,?,?,?,0.0,0.0,?,0.0,0
?,66.0,?,?,4.0,28.0,12.0,2.0,18.0,186.0,1.0,1.0,1.0,1.0,1
?,66.0,2.0,?,?,1.0,1.0,?,?,77.0,?,?,0.0,?,1
27.0,141.0,2.0,11.0,4.0,30.0,?,2.0,18.0,118.0,?,1.0,1.0,0.0,1
259.0,40.0,2.0,7.0,4.0,?,2.0,?,115.0,?,1.0,0.0,?,?,0
222.0,115.0,2.0,?,?,26.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1
?,?,2.0,1.0,?,1.0,2.0,2.0,84.0,50.0,?,1.0,?,0.0,1
?,?,?,7.0,4.0,?,4.0,2.0,92.0,234.0,?,?,1.0,?,1
?,73.0,2.0,8.0,4.0,31.0,2.0,2.0,1.0,?,?,0.0,1.0,0.0,0
333.0,?,2.0,1.0,1.0,130.0,?,?,1.0,?,1.0,1.0,1.0,1.0,1
296.0,181.0,2.0,6.0,4.0,53.0,?,2.0,52.0,1.0,0.0,?,?,?,1
345.0,115.0,2.0,1.0,1.0,1.0,?,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
38.0,11.0,2.0,4.0,4.0,8.0,1.0,2.0,98.0,103.0,1.0,?,0.0,?,0
290.0,136.0,2.0,?,8.0,119.0,10.0,2.0,?,177.0,1.0,1.0,1.0,0.0,1
?,52.0,?,4.0,4.0,?,1.0,2.0,?,3.0,1.0,0.0,?,1.0,0
92.0,18.0,2.0,7.0,4.0,26.0,1.0,2.0,38.0,?,1.0,0.0,?,1.0,0
76.0,?,2.0,7.0,4.0,14.0,1.0,1.0,?,1.0,1.0,?,0.0,1.0,0
329.0,?,2.0,8.0,?,56.0,?,2.0,?,1.0,1.0,0.0,0.0,1.0,0
5.0,?,?,11.0,4.0,3.0,1.0,?,38.0,1.0,0.0,0.0,0.0,?,0
274.0,?,2.0,?,4.0,55.0,9.0,2.0,?,208.0,0.0,?,1.0,1.0,1
259.0,97.0,2.0,11.0,4.0,?,1.0,1.0,1.0,1.0,1.0,1.0,?,0.0,1
308.0,196.0,2.0,?,4.0,?,?,2.0,1.0,?,0.0,1.0,?,0.0,1
?,13.0,2.0,8.0,4.0,?,1.0,2.0,77.0,?,1.0,0.0,0.0,0.0,0
262.0,102.0,2.0,3.0,5.0,?,1.0,2.0,?,1.0,1.0,0.0,?,1.0,0
237.0,?,2.0,7.0,4.0,7.0,1.0,?,99.0,1.0,?,1.0,0.0,0.0,0
224.0,?,2.0,8.0,?,?,?,2.0,?,115.0,1.0,?,1.0,?,0
150.0,109.0,2.0,4.0,?,93.0,1.0,?,32.0,?,0.0,0.0,0.0,1.0,0
?,131.0,1.0,3.0,?,5.0,?,?,?,1.0,?,0.0,0.0,?,0
103.0,?,?,?,4.0,76.0,?,?,?,1.0,1.0,1.0,?,0.0,0
307.0,119.0,2.0,?,?,?,16.0,2.0,1.0,231.0,1.0,?,1.0,0.0,1
195.0,35.0,2.0,7.0,4.0,?,1.0,1.0,?,1.0,1.0,?,0.0,0.0,0
37.0,126.0,?,7.0,4.0,2.0,2.0,?,32.0,?,?,0.0,1.0,?,0
129.0,20.0,2.0,?,?,2.0,1.0,2.0,92.0,151.0,0.0,?,0.0,0.0,0
168.0,94.0,?,13.0,8.0,97.0,4.0,?,105.0,94.0,1.0,1.0,?,0.0,1
302.0,73.0,1.0,1.0,?,37.0,?,2.0,63.0,5.0,1.0,?,0.0,0.0,0
77.0,169.0,?,9.0,?,50.0,12.0,2.0,100.0,?,1.0,1.0,1.0,?,1
172.0,46.0,2.0,8.0,4.0,7.0,1.0,2.0,122.0,58.0,?,0.0,0.0,1.0,0
114.0,?,1.0,13.0,4.0,90.0,?,2.0,?,1.0,?,1.0,?,0.0,1
124.0,?,2.0,9.0,?,7.0,1.0,?,63.0,36.0,0.0,0.0,0.0,1.0,0
222.0,154.0,?,?,4.0,?,1.0,?,53.0,?,1.0,0.0,0.0,0.0,0
?,61.0,2.0,?,?,14.0,1.0,2.0,162.0,?,?,0.0,0.0,?,0
189.0,3.0,1.0,?,5.0,2.0,2.0,2.0,98.0,180.0,?,1.0,1.0,?,1
?,9.0,2.0,?,8.0,8.0,12.0,2.0,24.0,49.0,?,?,1.0,0.0,1
62.0,164.0,2.0,14.0,4.0,8.0,?,?,39.0,1.0,1.0,1.0,1.0,?,1
73.0,164.0,2.0,?,4.0,58.0,?,2.0,32.0,140.0,1.0,1.0,1.0,?,1
32.0,?,1.0,1.0,1.0,?,?,2.0,63.0,?,?,0.0,0.0,1.0,0
319.0,198.0,2.0,5.0,1.0,?,16.0,2.0,1.0,87.0,0.0,1.0,?,0.0,1
185.0,13.0,2.0,13.0,4.0,10.0,1.0,2.0,?,35.0,0.0,0.0,?,0.0,1
294.0,204.0,2.0,1.0,?,?,?,?,?,1.0,1.0,1.0,1.0,?,0
?,?,?,7.0,?,?,?,?,117.0,?,1.0,?,?,1.0,1
147.0,107.0,2.0,?,2.0,52.0,6.0,2.0,31.0,115.0,0.0,1.0,1.0,1.0,1
35.0,20.0,1.0,6.0,4.0,16.0,1.0,2.0,53.0,1.0,0.0,1.0,0.0,1.0,0
?,167.0,2.0,?,1.0,1.0,1.0,?,65.0,?,0.0,0.0,?,?,0
?,?,2.0,9.0,?,47.0,?,2.0,140.0,30.0,?,1.0,1.0,1.0,1
?,42.0,2.0,3.0,5.0,4.0,?,2.0,141.0,210.0,?,?,0.0,1.0,0
230.0,?,2.0,8.0,?,?,?,2.0,149.0,1.0,0.0,0.0,0.0,0.0,0
191.0,73.0,2.0,13.0,8.0,103.0,1.0,2.0,1.0,1.0,1.0,1.0,?,1.0,1
160.0,85.0,2.0,?,?,17.0,?,2.0,64.0,1.0,?,1.0,1.0,1.0,1
?,26.0,2.0,11.0,?,?,2.0,2.0,110.0,?,0.0,?,?,0.0,1
170.0,87.0,?,7.0,4.0,58.0,1.0,?,?,?,1.0,1.0,?,?,1
170.0,87.0,1.0,13.0,4.0,37.0,1.0,2.0,38.0,1.0,1.0,0.0,0.0,?,0
65.0,164.0,2.0,13.0,?,?,1.0,2.0,32.0,?,?,1.0,?,?,1
190.0,?,2.0,9.0,4.0,?,1.0,?,100.0,7.0,1.0,0.0,0.0,1.0,1
32.0,145.0,2.0,6.0,?,3.0,?,?,32.0,1.0,0.0,1.0,?,0.0,1
145.0,40.0,1.0,4.0,4.0,7.0,?,2.0,79.0,1.0,1.0,?,0.0,?,0
