height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
8.0,26.0,208.0,3.25,0.293,0.596,2.03,61.0,124.0,30.0,1
?,1.0,26.0,?,?,1.0,?,26.0,26.0,1.0,0
7.0,33.0,231.0,?,0.264,0.8440000000000001,1.2,61.0,195.0,51.0,1
?,?,470.0,4.7,0.336,0.628,2.26,158.0,?,70.0,1
8.0,28.0,224.0,?,0.406,0.777,?,91.0,174.0,44.0,1
8.0,216.0,1728.0,?,0.408,0.747,3.18,?,1290.0,222.0,1
?,94.0,470.0,18.8,0.183,0.7979999999999999,1.62,86.0,375.0,?,1
9.0,72.0,648.0,8.0,0.241,0.5479999999999999,1.61,156.0,?,97.0,1
6.0,4.0,24.0,0.667,0.667,1.0,8.0,?,24.0,2.0,1
8.0,39.0,312.0,4.875,0.205,0.7120000000000001,1.36,64.0,222.0,47.0,1
4.0,6.0,24.0,1.5,0.417,0.5,10.0,10.0,12.0,1.0,1
22.0,72.0,1584.0,3.273,0.469,0.848,8.64,743.0,1343.0,86.0,1
10.0,23.0,230.0,2.3,0.313,0.8909999999999999,2.4,?,205.0,30.0,1
7.0,72.0,504.0,10.286,0.236,0.6509999999999999,1.7,?,328.0,70.0,1
14.0,187.0,2618.0,13.357,0.265,0.477,2.31,?,1248.0,300.0,1
8.0,8.0,64.0,1.0,0.344,0.922,1.83,22.0,59.0,12.0,1
7.0,100.0,700.0,14.286,0.411,0.8490000000000001,1.83,288.0,?,157.0,1
12.0,45.0,540.0,3.75,0.467,0.6940000000000001,6.63,252.0,375.0,38.0,1
8.0,31.0,248.0,3.875,0.371,?,2.0,92.0,194.0,46.0,1
6.0,?,54.0,1.5,0.37,0.722,2.0,20.0,39.0,10.0,1
24.0,340.0,8160.0,14.167,0.211,0.468,?,1718.0,3822.0,643.0,1
8.0,103.0,824.0,?,0.425,0.933,?,350.0,769.0,129.0,1
11.0,85.0,935.0,7.727,0.257,0.894,1.67,240.0,836.0,144.0,1
12.0,118.0,1416.0,9.833,0.266,0.7340000000000001,1.99,377.0,1039.0,?,1
7.0,111.0,777.0,15.857,0.254,0.883,1.5,197.0,686.0,131.0,1
9.0,194.0,1746.0,21.556,0.16899999999999998,0.597,1.37,295.0,1043.0,215.0,1
11.0,7.0,77.0,0.636,0.468,1.0,3.6,?,77.0,10.0,1
11.0,?,825.0,6.818,0.27,0.679,2.08,223.0,560.0,107.0,1
?,9.0,72.0,?,0.389,0.736,2.15,28.0,53.0,13.0,1
10.0,48.0,480.0,4.8,?,0.706,?,278.0,339.0,46.0,1
11.0,?,2695.0,22.273000000000003,0.353,0.765,2.77,952.0,2063.0,?,1
8.0,12.0,96.0,?,0.458,0.938,?,44.0,?,17.0,1
10.0,6.0,60.0,0.6,0.333,0.8170000000000001,2.5,20.0,49.0,8.0,1
25.0,153.0,3825.0,6.12,?,?,?,977.0,2338.0,470.0,1
7.0,12.0,84.0,1.714,0.417,0.738,1.84,35.0,62.0,19.0,1
5.0,16.0,80.0,?,?,1.0,1.36,34.0,80.0,25.0,1
7.0,41.0,287.0,5.857,0.226,0.784,1.48,65.0,225.0,?,1
8.0,41.0,328.0,5.125,0.265,0.616,2.35,87.0,202.0,37.0,1
11.0,?,?,14.091,0.257,0.584,2.09,438.0,?,210.0,1
6.0,7.0,42.0,1.167,0.7140000000000001,0.857,30.0,30.0,36.0,?,1
11.0,40.0,440.0,3.636,0.27,0.618,1.8,119.0,272.0,66.0,1
7.0,35.0,245.0,5.0,0.482,0.841,2.81,118.0,206.0,42.0,1
9.0,36.0,324.0,4.0,0.552,0.926,3.51,179.0,300.0,51.0,1
5.0,118.0,590.0,?,?,?,1.44,91.0,?,63.0,1
8.0,6.0,48.0,0.75,0.396,0.813,1.58,19.0,39.0,12.0,1
7.0,63.0,441.0,9.0,0.333,?,1.99,147.0,428.0,74.0,1
9.0,12.0,108.0,1.3330000000000002,?,0.889,2.41,53.0,96.0,22.0,1
6.0,7.0,42.0,?,?,0.69,10.0,10.0,29.0,1.0,0
2.0,11.0,?,5.5,0.409,0.955,9.0,?,21.0,1.0,1
7.0,346.0,2422.0,49.429,0.159,0.7490000000000001,1.17,386.0,1813.0,329.0,1
13.0,130.0,1690.0,10.0,0.392,0.6970000000000001,4.77,663.0,1178.0,139.0,1
2.0,18.0,36.0,9.0,0.8059999999999999,0.833,29.0,29.0,30.0,1.0,0
1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,1.0,0
9.0,81.0,729.0,9.0,0.328,0.916,2.04,239.0,668.0,117.0,1
9.0,42.0,378.0,4.667,0.34700000000000003,0.915,2.34,131.0,346.0,56.0,1
?,71.0,639.0,7.8889999999999985,0.39,0.768,2.44,249.0,491.0,102.0,1
17.0,21.0,?,1.235,0.373,0.613,16.63,?,219.0,8.0,1
16.0,382.0,?,23.875,0.375,0.6,5.16,?,3670.0,?,1
11.0,79.0,869.0,7.182,0.342,0.841,2.2,297.0,731.0,135.0,1
7.0,175.0,1225.0,25.0,0.18600000000000005,0.906,1.21,228.0,1110.0,188.0,1
9.0,?,630.0,7.778,0.433,0.851,2.79,273.0,536.0,98.0,1
24.0,125.0,3000.0,5.207999999999998,?,0.959,?,2746.0,2877.0,129.0,1
7.0,9.0,63.0,1.286,0.302,0.905,1.46,19.0,57.0,13.0,1
9.0,18.0,?,2.0,0.241,0.981,1.44,39.0,?,27.0,1
6.0,4.0,24.0,0.667,0.417,0.708,2.5,10.0,17.0,4.0,1
8.0,50.0,?,6.25,0.378,0.915,1.7,151.0,366.0,89.0,1
30.0,60.0,1800.0,2.0,0.154,?,1.85,278.0,823.0,150.0,0
12.0,20.0,240.0,1.6669999999999998,0.546,0.838,8.19,131.0,201.0,16.0,1
11.0,57.0,627.0,5.182,0.271,0.5770000000000001,1.87,170.0,362.0,91.0,1
3.0,213.0,639.0,?,0.318,0.379,11.94,203.0,242.0,?,0
15.0,294.0,4410.0,19.6,0.395,0.6509999999999999,5.28,1743.0,2872.0,330.0,1
8.0,?,32.0,0.5,0.469,0.875,5.0,15.0,28.0,3.0,1
2.0,123.0,246.0,61.5,?,0.504,123.0,123.0,124.0,1.0,0
9.0,535.0,4815.0,59.444,?,0.6759999999999999,1.49,887.0,?,?,1
?,50.0,500.0,5.0,?,0.746,5.57,301.0,?,54.0,1
7.0,43.0,301.0,6.143,?,0.947,?,74.0,285.0,56.0,1
5.0,?,55.0,2.2,?,0.836,1.7,17.0,46.0,10.0,1
1.0,?,41.0,41.0,0.927,?,12.67,38.0,41.0,3.0,0
9.0,4.0,36.0,0.444,0.472,0.861,5.67,17.0,31.0,3.0,1
8.0,242.0,1936.0,30.25,0.171,0.409,1.45,331.0,792.0,228.0,1
1.0,75.0,75.0,?,0.92,1.0,11.5,69.0,75.0,6.0,0
24.0,281.0,6744.0,11.708,?,0.903,7.95,3155.0,6088.0,397.0,1
10.0,9.0,90.0,0.9,0.35600000000000004,0.933,1.6,32.0,84.0,20.0,1
9.0,38.0,?,4.222,0.377,0.731,2.74,129.0,?,47.0,1
10.0,48.0,480.0,4.8,0.3,0.556,2.15,144.0,267.0,67.0,1
?,22.0,176.0,2.75,0.324,0.909,1.78,?,160.0,32.0,1
?,84.0,1008.0,7.0,0.282,0.778,1.91,284.0,784.0,?,1
10.0,?,380.0,3.8,0.195,0.55,1.48,?,209.0,50.0,1
6.0,96.0,576.0,16.0,0.319,0.703,2.3,184.0,405.0,80.0,1
10.0,13.0,130.0,1.3,0.231,0.8,1.76,30.0,104.0,17.0,1
8.0,69.0,552.0,8.625,0.234,0.6829999999999999,1.54,129.0,377.0,?,1
12.0,257.0,3084.0,21.417,0.28300000000000003,0.615,3.0,872.0,1898.0,291.0,1
6.0,9.0,?,1.5,0.14800000000000002,?,?,8.0,16.0,2.0,0
1.0,148.0,148.0,148.0,0.959,1.0,47.33,142.0,148.0,3.0,0
10.0,45.0,450.0,4.5,0.29600000000000004,?,2.25,133.0,251.0,59.0,1
10.0,?,?,1.2,0.35,0.867,2.33,42.0,104.0,18.0,1
10.0,98.0,980.0,?,0.379,0.835,?,371.0,818.0,167.0,1
8.0,162.0,1296.0,20.25,0.327,?,2.85,424.0,1024.0,149.0,1
24.0,280.0,6720.0,11.667,0.456,0.913,?,3064.0,?,?,1
24.0,157.0,3768.0,6.542000000000002,?,0.958,18.34,3411.0,3609.0,186.0,1
1.0,23.0,23.0,23.0,0.826,1.0,19.0,19.0,23.0,1.0,0
8.0,175.0,1400.0,21.875,0.156,0.882,?,219.0,1235.0,?,1
?,95.0,760.0,11.875,0.303,0.937,1.77,230.0,712.0,130.0,1
11.0,261.0,2871.0,23.727,0.231,0.596,1.87,662.0,1711.0,?,1
8.0,34.0,272.0,?,0.426,0.985,1.84,116.0,268.0,63.0,1
9.0,16.0,144.0,1.778,0.556,0.958,6.67,80.0,138.0,12.0,1
9.0,34.0,306.0,3.778,0.35600000000000004,0.925,2.06,109.0,?,53.0,1
7.0,21.0,147.0,3.0,0.28600000000000003,0.857,1.35,42.0,126.0,31.0,1
9.0,43.0,387.0,?,0.3,0.713,1.78,116.0,276.0,65.0,1
9.0,26.0,234.0,2.889,?,0.88,?,74.0,206.0,40.0,1
11.0,48.0,528.0,?,0.237,0.39,7.35,125.0,206.0,17.0,0
11.0,64.0,704.0,5.818,0.395,0.5579999999999999,3.35,278.0,393.0,?,1
10.0,22.0,220.0,2.2,0.332,0.7140000000000001,2.15,?,?,?,1
3.0,113.0,339.0,37.667,0.35700000000000004,?,30.25,121.0,128.0,4.0,0
1.0,?,22.0,22.0,0.5,1.0,1.83,11.0,22.0,6.0,0
9.0,81.0,729.0,9.0,?,0.863,2.22,260.0,629.0,?,1
7.0,12.0,84.0,1.714,0.464,1.0,2.17,39.0,84.0,18.0,1
6.0,89.0,534.0,14.833,0.298,0.758,1.61,159.0,405.0,99.0,1
8.0,37.0,296.0,4.625,0.375,0.922,1.61,111.0,273.0,69.0,1
?,3.0,9.0,1.0,?,0.889,8.0,?,8.0,1.0,1
17.0,11.0,187.0,0.647,0.326,0.433,10.17,61.0,81.0,6.0,1
7.0,17.0,119.0,2.4290000000000003,0.328,0.731,1.44,39.0,87.0,?,1
25.0,291.0,7275.0,11.64,0.456,0.934,7.29,3315.0,6796.0,?,1
9.0,272.0,?,30.222,0.13699999999999998,?,1.33,336.0,1303.0,252.0,1
9.0,20.0,180.0,2.222,0.3670000000000001,0.9,2.2,66.0,?,30.0,1
17.0,266.0,4522.0,15.647,?,?,12.82,4167.0,4522.0,325.0,1
9.0,162.0,1458.0,18.0,0.254,?,2.69,371.0,769.0,138.0,1
7.0,35.0,245.0,5.0,0.269,0.939,1.32,66.0,230.0,50.0,1
7.0,6.0,?,0.857,0.381,1.0,?,16.0,42.0,7.0,1
10.0,35.0,?,3.5,0.091,0.157,2.67,32.0,55.0,12.0,1
10.0,34.0,340.0,3.4,?,0.8,1.86,95.0,272.0,51.0,1
7.0,16.0,112.0,2.286,0.259,0.768,2.07,?,86.0,?,1
6.0,16.0,96.0,2.667,0.49,0.8440000000000001,1.96,?,81.0,24.0,1
7.0,?,119.0,2.4290000000000003,0.454,0.866,3.18,?,103.0,17.0,1
10.0,?,100.0,1.0,0.56,0.69,28.0,56.0,69.0,2.0,1
11.0,?,2981.0,24.636,0.17600000000000002,0.6709999999999999,1.39,525.0,2001.0,378.0,1
9.0,82.0,738.0,9.111,0.247,0.935,2.09,182.0,690.0,87.0,1
10.0,?,470.0,4.7,0.481,?,?,226.0,466.0,?,1
9.0,7.0,?,0.778,0.349,?,2.2,22.0,43.0,10.0,1
8.0,7.0,56.0,0.875,0.429,1.0,?,24.0,56.0,11.0,1
5.0,24.0,120.0,4.8,0.342,?,1.32,?,97.0,?,1
11.0,96.0,1056.0,8.727,0.331,0.954,4.32,350.0,1007.0,81.0,1
17.0,24.0,408.0,1.412,0.407,0.809,4.88,166.0,330.0,34.0,1
?,11.0,77.0,?,?,1.0,1.77,?,77.0,13.0,1
8.0,12.0,96.0,1.5,0.438,1.0,1.5,42.0,96.0,28.0,1
1.0,52.0,52.0,52.0,0.5379999999999999,1.0,14.0,?,52.0,2.0,0
2.0,18.0,36.0,9.0,0.667,0.6940000000000001,24.0,24.0,25.0,1.0,0
?,41.0,246.0,6.832999999999998,0.232,0.927,1.3,57.0,228.0,44.0,1
15.0,342.0,5130.0,22.8,0.24,0.5479999999999999,?,1232.0,2810.0,?,1
7.0,?,182.0,3.714,0.192,0.626,1.52,35.0,114.0,23.0,1
?,160.0,1440.0,17.778,0.36,0.763,2.63,518.0,1098.0,197.0,1
306.0,465.0,142290.0,1.52,?,?,?,7861.0,?,2925.0,0
?,33.0,429.0,2.5380000000000003,0.245,0.534,3.89,105.0,229.0,27.0,1
10.0,39.0,390.0,3.9,0.285,0.546,1.91,111.0,213.0,58.0,1
13.0,104.0,1352.0,8.0,0.198,0.639,3.44,268.0,864.0,78.0,1
10.0,35.0,350.0,3.5,0.311,?,1.88,109.0,252.0,58.0,1
7.0,13.0,91.0,?,?,0.868,1.37,26.0,79.0,19.0,1
8.0,?,472.0,7.375,0.322,0.8809999999999999,2.41,152.0,416.0,63.0,1
11.0,42.0,462.0,3.818,0.292,0.76,1.93,135.0,351.0,70.0,1
8.0,45.0,?,5.625,0.4920000000000001,?,9.32,177.0,260.0,19.0,1
12.0,72.0,864.0,6.0,0.638,?,6.12,551.0,793.0,90.0,1
9.0,86.0,774.0,9.556,0.211,?,1.29,163.0,?,126.0,1
7.0,6.0,42.0,0.857,0.333,?,4.67,14.0,32.0,3.0,1
7.0,9.0,63.0,1.286,0.46,0.889,2.42,29.0,56.0,12.0,1
4.0,12.0,48.0,3.0,0.25,0.792,3.0,12.0,38.0,4.0,1
5.0,13.0,65.0,2.6,0.431,0.923,1.87,28.0,60.0,15.0,1
7.0,31.0,217.0,4.4289999999999985,0.267,0.7140000000000001,2.15,58.0,155.0,27.0,1
7.0,74.0,518.0,10.571,0.276,0.6829999999999999,1.57,143.0,354.0,91.0,1
11.0,98.0,1078.0,8.908999999999997,0.397,0.778,2.61,428.0,839.0,?,1
7.0,?,133.0,2.714,0.203,0.406,2.25,?,?,12.0,1
11.0,261.0,2871.0,23.727,0.243,0.524,1.93,698.0,1505.0,361.0,1
9.0,264.0,?,?,0.261,0.612,1.99,619.0,1455.0,311.0,1
8.0,41.0,328.0,5.125,0.32299999999999995,?,1.66,106.0,211.0,64.0,1
10.0,49.0,490.0,4.9,0.529,0.939,3.01,?,460.0,86.0,1
9.0,21.0,?,2.333,0.365,0.905,2.3,69.0,171.0,30.0,1
1.0,279.0,279.0,279.0,0.964,1.0,38.43,269.0,279.0,7.0,0
9.0,40.0,?,4.444,0.506,0.964,3.08,182.0,347.0,59.0,1
9.0,82.0,738.0,9.111,0.364,?,?,269.0,619.0,96.0,1
7.0,20.0,140.0,2.857,0.464,1.0,2.24,65.0,140.0,?,1
7.0,15.0,105.0,2.143,0.2,0.5710000000000001,1.5,21.0,60.0,14.0,1
8.0,70.0,?,8.75,0.298,0.914,1.76,?,512.0,95.0,1
1.0,40.0,40.0,40.0,0.175,1.0,1.17,7.0,40.0,6.0,1
9.0,492.0,4428.0,?,0.209,0.7809999999999999,?,924.0,?,?,1
9.0,75.0,675.0,8.333,0.369,0.936,2.09,249.0,?,119.0,1
9.0,511.0,4599.0,56.778,?,0.7979999999999999,1.38,1035.0,3670.0,751.0,1
10.0,?,2620.0,26.2,0.185,0.655,1.31,484.0,1715.0,369.0,1
10.0,49.0,490.0,4.9,0.165,?,1.35,81.0,318.0,60.0,1
7.0,23.0,161.0,3.286,0.298,0.8759999999999999,1.45,48.0,141.0,33.0,1
12.0,1.0,12.0,0.083,1.0,1.0,12.0,12.0,12.0,1.0,0
8.0,54.0,432.0,6.75,0.537,0.951,3.36,232.0,?,69.0,1
8.0,3.0,24.0,0.375,0.5,0.667,3.0,12.0,16.0,4.0,1
11.0,272.0,2992.0,24.727,0.28300000000000003,0.703,1.97,847.0,2103.0,?,1
?,15.0,135.0,?,0.378,0.963,2.43,51.0,130.0,21.0,1
8.0,42.0,336.0,5.25,0.423,0.979,2.37,142.0,329.0,60.0,1
9.0,55.0,495.0,6.1110000000000015,0.299,1.0,1.92,148.0,495.0,77.0,1
7.0,22.0,154.0,3.143,0.247,0.883,1.19,38.0,136.0,32.0,1
8.0,32.0,?,4.0,0.402,0.496,34.33,103.0,127.0,3.0,1
1.0,19.0,19.0,19.0,0.789,1.0,3.75,15.0,19.0,4.0,0
5.0,17.0,85.0,3.4,0.471,?,2.35,40.0,79.0,17.0,1
7.0,17.0,119.0,2.4290000000000003,0.227,0.58,2.7,27.0,69.0,10.0,1
7.0,42.0,?,6.0,0.262,0.738,1.79,77.0,217.0,43.0,1
9.0,44.0,396.0,4.8889999999999985,0.465,0.944,3.35,184.0,374.0,55.0,1
9.0,?,594.0,7.332999999999998,?,0.805,2.0,192.0,478.0,96.0,1
12.0,67.0,804.0,5.582999999999998,0.376,0.7509999999999999,2.99,302.0,604.0,101.0,1
6.0,11.0,66.0,1.833,0.348,1.0,1.53,23.0,66.0,15.0,1
11.0,26.0,286.0,2.364,0.28300000000000003,0.888,2.19,81.0,254.0,37.0,1
?,27.0,162.0,?,0.475,0.809,2.33,77.0,131.0,?,1
7.0,30.0,210.0,4.2860000000000005,0.295,0.8759999999999999,1.77,62.0,?,?,1
10.0,32.0,320.0,3.2,0.306,0.7879999999999999,1.69,98.0,252.0,58.0,1
7.0,14.0,98.0,2.0,0.408,0.939,2.5,40.0,92.0,16.0,1
9.0,9.0,81.0,1.0,0.272,0.753,1.38,?,61.0,16.0,1
7.0,18.0,126.0,2.571,0.302,0.984,1.36,38.0,124.0,28.0,1
5.0,96.0,480.0,19.2,0.342,0.738,2.13,164.0,354.0,77.0,1
9.0,161.0,1449.0,17.889,0.273,0.521,2.41,396.0,755.0,164.0,1
174.0,471.0,81954.0,2.707,?,?,?,27820.0,?,?,0
8.0,150.0,1200.0,18.75,0.205,0.628,1.32,?,?,187.0,1
8.0,9.0,72.0,1.125,0.125,0.319,4.5,9.0,23.0,2.0,0
7.0,115.0,?,?,0.273,0.7040000000000001,1.72,220.0,?,128.0,1
10.0,28.0,280.0,?,0.375,0.657,2.33,105.0,184.0,45.0,1
7.0,38.0,266.0,5.4289999999999985,0.41,0.91,1.82,109.0,242.0,60.0,1
7.0,14.0,98.0,2.0,0.316,0.7759999999999999,2.21,31.0,76.0,14.0,1
?,20.0,160.0,2.5,0.413,0.981,2.06,66.0,157.0,32.0,1
8.0,157.0,1256.0,19.625,0.446,0.987,2.55,560.0,1240.0,220.0,1
9.0,82.0,738.0,9.111,0.383,0.6409999999999999,2.62,283.0,473.0,108.0,1
9.0,47.0,423.0,5.222,0.404,0.943,?,171.0,399.0,86.0,1
7.0,26.0,182.0,3.714,0.269,0.929,1.23,49.0,169.0,40.0,1
7.0,28.0,196.0,4.0,0.306,?,1.58,60.0,166.0,38.0,1
10.0,16.0,160.0,1.6,0.28800000000000003,0.7440000000000001,2.19,46.0,119.0,21.0,1
?,54.0,810.0,?,0.32299999999999995,0.6890000000000001,2.45,262.0,558.0,107.0,1
6.0,90.0,540.0,15.0,0.394,0.804,2.2,213.0,434.0,97.0,1
5.0,12.0,60.0,2.4,0.383,0.883,1.92,?,53.0,12.0,1
11.0,367.0,4037.0,33.364000000000004,0.221,0.77,?,891.0,3108.0,544.0,1
9.0,248.0,2232.0,27.556,0.33,?,2.39,737.0,1622.0,308.0,1
7.0,14.0,?,2.0,0.388,?,1.65,38.0,83.0,23.0,1
4.0,65.0,260.0,16.25,0.29600000000000004,0.631,2.66,?,164.0,29.0,1
7.0,66.0,462.0,9.429,0.294,0.924,1.46,136.0,427.0,93.0,1
?,295.0,2655.0,32.778,0.2,0.5589999999999999,1.5,531.0,1483.0,354.0,1
8.0,12.0,96.0,1.5,0.458,0.667,3.67,44.0,64.0,?,1
8.0,17.0,136.0,2.125,0.419,0.956,?,57.0,130.0,27.0,1
8.0,31.0,248.0,3.875,?,0.722,2.02,93.0,179.0,46.0,1
1.0,126.0,?,126.0,0.992,1.0,125.0,125.0,126.0,1.0,0
9.0,151.0,1359.0,16.778,0.257,0.941,1.48,349.0,1279.0,236.0,1
?,12.0,?,1.3330000000000002,0.407,0.88,1.69,44.0,95.0,26.0,1
29.0,61.0,1769.0,2.103,0.121,0.431,1.78,?,762.0,120.0,0
7.0,10.0,70.0,1.429,0.28600000000000003,0.8859999999999999,1.82,20.0,62.0,11.0,1
6.0,6.0,36.0,1.0,0.194,0.417,3.5,?,15.0,2.0,0
12.0,266.0,3192.0,22.167,?,0.667,?,1079.0,2130.0,397.0,1
9.0,268.0,2412.0,29.778,0.132,0.534,1.24,319.0,1288.0,258.0,1
8.0,302.0,2416.0,37.75,0.211,0.73,1.43,510.0,1763.0,356.0,1
5.0,29.0,145.0,5.8,0.4,0.966,?,58.0,140.0,36.0,1
6.0,95.0,?,15.833,0.256,0.768,1.78,146.0,438.0,82.0,1
8.0,14.0,112.0,1.75,0.482,0.679,3.0,54.0,76.0,18.0,1
7.0,46.0,322.0,6.5710000000000015,0.354,1.0,1.46,114.0,322.0,78.0,1
9.0,153.0,1377.0,17.0,0.304,0.848,2.06,419.0,1168.0,203.0,1
?,116.0,1160.0,11.6,0.246,0.759,1.6,285.0,?,178.0,1
11.0,272.0,2992.0,24.727,0.281,0.68,2.0,840.0,2036.0,420.0,1
8.0,180.0,1440.0,22.5,?,0.7240000000000001,1.31,286.0,1043.0,219.0,1
9.0,33.0,297.0,3.667,0.35700000000000004,0.63,?,106.0,187.0,43.0,1
9.0,35.0,315.0,?,0.33,0.835,2.0,104.0,263.0,52.0,1
4.0,6.0,24.0,1.5,0.333,0.792,2.0,8.0,19.0,4.0,1
9.0,47.0,423.0,5.222,0.279,0.773,1.53,118.0,327.0,77.0,1
9.0,?,171.0,2.111,0.667,?,7.6,?,153.0,15.0,1
2.0,537.0,?,268.5,0.594,0.655,21.27,638.0,703.0,30.0,0
7.0,6.0,42.0,0.857,0.405,0.929,1.89,17.0,39.0,?,1
?,64.0,640.0,6.4,0.514,0.966,2.84,329.0,618.0,116.0,1
?,45.0,405.0,5.0,0.447,0.8959999999999999,3.23,181.0,363.0,56.0,1
10.0,46.0,460.0,4.6,0.363,0.843,2.01,?,388.0,83.0,1
8.0,25.0,200.0,3.125,0.515,0.815,2.64,103.0,163.0,39.0,1
?,?,65.0,2.6,0.462,0.677,4.29,30.0,?,7.0,1
9.0,39.0,351.0,4.333,0.259,0.695,1.49,91.0,244.0,61.0,1
?,371.0,8533.0,16.13,?,1.0,16.83,8027.0,?,?,1
12.0,40.0,480.0,?,0.46,0.5920000000000001,7.62,221.0,284.0,29.0,1
5.0,96.0,480.0,?,0.329,0.7170000000000001,2.14,158.0,344.0,74.0,1
10.0,6.0,60.0,0.6,0.433,1.0,2.6,26.0,60.0,10.0,1
5.0,?,?,?,0.7,0.8,7.0,14.0,16.0,2.0,1
11.0,15.0,165.0,1.364,0.358,0.752,2.19,59.0,124.0,27.0,1
9.0,18.0,162.0,2.0,0.327,0.914,1.89,53.0,148.0,28.0,1
10.0,506.0,5060.0,50.6,0.15,0.589,?,758.0,2980.0,564.0,1
7.0,8.0,56.0,1.143,0.268,0.679,1.15,15.0,38.0,13.0,1
4.0,524.0,2096.0,131.0,0.542,0.603,40.57,1136.0,1264.0,28.0,0
9.0,?,1953.0,24.111,0.168,0.6859999999999999,1.4,329.0,1339.0,235.0,1
5.0,99.0,495.0,?,0.303,?,1.92,150.0,366.0,78.0,1
7.0,63.0,441.0,9.0,0.338,0.941,1.94,149.0,415.0,77.0,1
9.0,12.0,108.0,1.3330000000000002,0.407,1.0,?,44.0,108.0,28.0,1
?,33.0,231.0,4.714,0.385,0.922,2.23,89.0,213.0,40.0,1
12.0,116.0,1392.0,9.667,0.246,0.7070000000000001,1.99,343.0,984.0,172.0,1
7.0,15.0,105.0,2.143,0.4,0.924,1.5,42.0,97.0,28.0,1
12.0,84.0,?,7.0,0.42,?,4.75,423.0,570.0,89.0,1
6.0,19.0,?,3.167,0.316,0.8859999999999999,1.8,36.0,101.0,20.0,1
15.0,300.0,4500.0,20.0,0.252,0.5760000000000001,?,1136.0,2594.0,?,1
?,82.0,820.0,8.2,0.3,0.8320000000000001,2.05,246.0,682.0,120.0,1
1.0,19.0,19.0,19.0,0.684,1.0,4.33,13.0,19.0,3.0,0
8.0,10.0,?,1.25,0.35,0.763,1.75,28.0,61.0,16.0,1
9.0,23.0,207.0,2.556,0.246,0.57,?,51.0,118.0,28.0,1
?,54.0,162.0,18.0,0.364,0.519,8.43,59.0,84.0,7.0,0
?,17.0,170.0,1.7,0.535,0.853,7.58,?,145.0,12.0,1
8.0,6.0,48.0,0.75,?,0.8959999999999999,1.8,?,43.0,10.0,1
10.0,128.0,1280.0,12.8,0.355,0.7509999999999999,2.25,455.0,961.0,202.0,1
12.0,41.0,492.0,3.417,0.289,0.74,2.06,142.0,364.0,69.0,1
7.0,41.0,287.0,?,0.341,0.721,1.58,98.0,207.0,62.0,1
8.0,8.0,64.0,1.0,0.406,0.953,?,26.0,61.0,?,1
11.0,63.0,693.0,5.727,0.332,0.7240000000000001,2.77,230.0,502.0,83.0,1
8.0,7.0,56.0,0.875,?,1.0,2.67,24.0,56.0,9.0,1
7.0,21.0,147.0,3.0,0.327,0.728,1.41,48.0,107.0,34.0,1
7.0,135.0,945.0,19.286,0.114,0.528,1.09,108.0,499.0,99.0,1
11.0,147.0,1617.0,13.364,0.32,?,2.2,518.0,982.0,235.0,1
9.0,172.0,1548.0,19.111,0.171,0.731,1.31,?,1131.0,202.0,1
11.0,272.0,2992.0,24.727,0.168,0.595,?,504.0,1781.0,352.0,1
8.0,?,56.0,0.875,0.5,0.7859999999999999,3.11,28.0,44.0,9.0,1
8.0,15.0,?,1.875,0.28300000000000003,0.65,2.27,34.0,78.0,15.0,1
7.0,15.0,105.0,2.143,0.314,?,1.57,33.0,?,21.0,1
11.0,35.0,385.0,3.182,0.382,?,6.13,147.0,253.0,24.0,1
6.0,18.0,108.0,3.0,0.306,0.787,1.32,33.0,85.0,25.0,1
7.0,216.0,1512.0,30.857,0.458,0.856,3.11,693.0,1294.0,223.0,1
5.0,?,210.0,8.4,0.257,0.838,1.46,54.0,176.0,37.0,1
12.0,85.0,1020.0,7.082999999999998,0.305,0.828,1.94,311.0,845.0,?,1
6.0,68.0,408.0,11.333,0.257,0.672,1.15,105.0,274.0,91.0,1
9.0,107.0,963.0,11.889,0.375,0.861,1.94,361.0,829.0,186.0,1
9.0,72.0,648.0,8.0,?,0.494,2.01,165.0,320.0,82.0,1
9.0,42.0,378.0,4.667,0.429,0.976,2.75,162.0,369.0,59.0,1
12.0,?,3024.0,21.0,0.416,0.682,?,1259.0,2062.0,265.0,1
3.0,3.0,9.0,1.0,0.778,?,7.0,7.0,7.0,1.0,1
8.0,122.0,976.0,15.25,0.227,0.65,1.44,222.0,634.0,?,1
3.0,16.0,48.0,5.332999999999998,0.375,0.938,2.25,18.0,45.0,8.0,1
9.0,12.0,?,1.3330000000000002,?,1.0,1.46,41.0,108.0,28.0,1
9.0,533.0,4797.0,59.222,0.16699999999999998,0.5920000000000001,?,799.0,2841.0,596.0,1
7.0,13.0,91.0,1.857,0.396,1.0,1.33,?,91.0,27.0,1
16.0,212.0,3392.0,13.25,0.376,0.693,5.75,1276.0,2349.0,222.0,1
11.0,221.0,2431.0,20.091,0.25,0.544,1.95,607.0,1323.0,312.0,1
?,?,?,2.571,0.27,0.825,?,34.0,104.0,26.0,1
5.0,31.0,155.0,?,0.355,0.974,?,55.0,151.0,37.0,1
2.0,535.0,1070.0,?,0.545,?,24.29,583.0,673.0,24.0,0
