height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
11.0,75.0,825.0,6.818,?,0.679,2.08,223.0,560.0,?,1
8.0,?,72.0,1.125,0.389,?,2.15,28.0,53.0,?,1
10.0,48.0,480.0,?,?,?,6.04,278.0,339.0,?,1
11.0,?,2695.0,22.273000000000003,0.353,0.765,?,952.0,2063.0,344.0,1
8.0,?,96.0,?,0.458,0.938,2.59,44.0,90.0,17.0,1
10.0,6.0,60.0,0.6,0.333,?,2.5,20.0,49.0,8.0,1
25.0,?,3825.0,?,0.255,?,2.08,?,2338.0,470.0,1
7.0,12.0,84.0,1.714,?,0.738,1.84,35.0,62.0,19.0,1
5.0,16.0,?,3.2,?,1.0,1.36,34.0,80.0,25.0,1
7.0,?,?,5.857,0.226,0.784,1.48,?,225.0,44.0,1
?,41.0,328.0,5.125,0.265,0.616,?,87.0,202.0,?,1
11.0,?,?,14.091,?,0.584,2.09,?,995.0,?,1
?,7.0,?,1.167,0.7140000000000001,0.857,30.0,30.0,36.0,1.0,1
?,40.0,440.0,3.636,0.27,0.618,1.8,119.0,272.0,?,1
7.0,35.0,245.0,?,0.482,?,2.81,118.0,?,42.0,1
9.0,36.0,?,4.0,0.552,0.926,3.51,179.0,?,51.0,1
5.0,118.0,590.0,23.6,0.154,0.4970000000000001,1.44,91.0,?,63.0,1
?,6.0,?,0.75,0.396,?,?,?,?,12.0,1
7.0,63.0,441.0,9.0,0.333,0.971,1.99,?,?,?,1
9.0,12.0,108.0,1.3330000000000002,0.491,?,2.41,53.0,96.0,22.0,1
6.0,7.0,42.0,1.167,0.238,0.69,10.0,10.0,?,?,0
2.0,11.0,22.0,5.5,0.409,0.955,9.0,9.0,21.0,1.0,1
?,346.0,2422.0,49.429,?,0.7490000000000001,1.17,386.0,1813.0,329.0,1
13.0,130.0,1690.0,10.0,0.392,?,4.77,663.0,1178.0,139.0,1
2.0,18.0,36.0,9.0,0.8059999999999999,0.833,?,29.0,30.0,1.0,0
1.0,10.0,10.0,10.0,1.0,?,10.0,?,10.0,1.0,0
9.0,?,729.0,9.0,0.328,0.916,2.04,239.0,668.0,117.0,1
9.0,?,378.0,4.667,0.34700000000000003,?,?,131.0,346.0,56.0,1
9.0,?,639.0,?,?,0.768,2.44,249.0,?,102.0,1
17.0,?,?,1.235,?,0.613,16.63,133.0,219.0,?,1
?,382.0,6112.0,?,0.375,0.6,?,?,3670.0,444.0,1
11.0,79.0,869.0,?,0.342,0.841,?,297.0,731.0,135.0,1
7.0,175.0,1225.0,?,0.18600000000000005,0.906,?,?,1110.0,188.0,1
9.0,70.0,630.0,?,?,0.851,2.79,273.0,536.0,98.0,1
?,125.0,3000.0,5.207999999999998,0.915,0.959,?,2746.0,2877.0,129.0,1
7.0,9.0,63.0,1.286,0.302,0.905,1.46,19.0,57.0,13.0,1
9.0,18.0,?,2.0,0.241,0.981,1.44,?,159.0,?,1
6.0,4.0,24.0,0.667,0.417,0.708,2.5,10.0,17.0,4.0,1
8.0,50.0,400.0,6.25,?,0.915,?,?,366.0,?,1
30.0,60.0,?,2.0,?,0.457,?,?,?,150.0,0
12.0,20.0,240.0,?,0.546,0.838,8.19,131.0,?,16.0,1
11.0,?,627.0,5.182,0.271,0.5770000000000001,1.87,?,?,91.0,1
3.0,213.0,?,71.0,0.318,0.379,?,203.0,242.0,17.0,0
?,?,4410.0,19.6,0.395,0.6509999999999999,5.28,1743.0,?,330.0,1
8.0,?,32.0,?,0.469,0.875,5.0,?,?,3.0,1
?,123.0,?,?,?,0.504,123.0,123.0,?,1.0,0
9.0,535.0,4815.0,59.444,0.184,0.6759999999999999,?,?,?,596.0,1
10.0,50.0,500.0,5.0,0.602,0.746,5.57,301.0,373.0,54.0,1
?,43.0,301.0,6.143,0.246,0.947,1.32,74.0,285.0,56.0,1
?,11.0,55.0,2.2,0.309,0.836,1.7,17.0,46.0,?,1
1.0,?,?,41.0,0.927,?,12.67,38.0,41.0,3.0,0
9.0,4.0,36.0,0.444,0.472,?,5.67,17.0,31.0,3.0,1
8.0,?,1936.0,30.25,0.171,?,1.45,?,792.0,?,1
1.0,75.0,75.0,?,0.92,?,11.5,69.0,75.0,6.0,0
?,281.0,6744.0,11.708,0.468,?,7.95,?,6088.0,397.0,1
10.0,9.0,?,0.9,0.35600000000000004,0.933,1.6,?,84.0,20.0,1
9.0,?,342.0,4.222,0.377,0.731,2.74,?,?,47.0,1
10.0,48.0,?,4.8,0.3,0.556,2.15,144.0,267.0,67.0,1
8.0,22.0,176.0,?,0.324,0.909,1.78,57.0,160.0,32.0,1
12.0,84.0,1008.0,7.0,0.282,0.778,1.91,284.0,784.0,?,1
10.0,38.0,?,3.8,0.195,0.55,1.48,74.0,209.0,50.0,1
?,?,576.0,16.0,0.319,?,2.3,184.0,405.0,80.0,1
10.0,13.0,?,1.3,0.231,0.8,?,30.0,104.0,17.0,1
8.0,69.0,552.0,8.625,0.234,0.6829999999999999,1.54,?,377.0,84.0,1
?,?,3084.0,21.417,0.28300000000000003,0.615,?,?,1898.0,291.0,1
6.0,9.0,54.0,1.5,0.14800000000000002,?,4.0,8.0,?,2.0,0
1.0,148.0,148.0,148.0,0.959,1.0,47.33,142.0,?,?,0
?,45.0,450.0,4.5,0.29600000000000004,0.5579999999999999,2.25,133.0,251.0,59.0,1
10.0,12.0,?,1.2,0.35,0.867,2.33,42.0,104.0,?,1
10.0,?,?,9.8,0.379,?,2.22,371.0,818.0,167.0,1
8.0,162.0,1296.0,20.25,0.327,?,2.85,424.0,1024.0,149.0,1
?,280.0,6720.0,11.667,0.456,?,?,?,6134.0,400.0,1
24.0,157.0,3768.0,6.542000000000002,0.905,?,?,3411.0,?,186.0,1
1.0,23.0,23.0,?,0.826,?,19.0,19.0,23.0,1.0,0
?,175.0,1400.0,?,0.156,?,1.2,219.0,1235.0,183.0,1
8.0,95.0,760.0,11.875,0.303,0.937,?,230.0,712.0,130.0,1
?,261.0,2871.0,23.727,0.231,?,1.87,662.0,1711.0,354.0,1
8.0,34.0,?,4.25,?,0.985,1.84,116.0,268.0,63.0,1
9.0,?,144.0,?,0.556,?,?,80.0,138.0,12.0,1
9.0,34.0,306.0,?,0.35600000000000004,0.925,2.06,109.0,283.0,53.0,1
7.0,?,147.0,3.0,0.28600000000000003,?,1.35,42.0,?,31.0,1
9.0,43.0,387.0,?,0.3,0.713,?,116.0,276.0,?,1
9.0,26.0,234.0,2.889,?,0.88,?,?,206.0,40.0,1
?,48.0,528.0,?,0.237,0.39,7.35,125.0,?,17.0,0
11.0,64.0,704.0,5.818,0.395,0.5579999999999999,3.35,278.0,393.0,?,1
10.0,22.0,220.0,2.2,0.332,0.7140000000000001,2.15,73.0,?,?,1
3.0,113.0,339.0,37.667,0.35700000000000004,0.378,30.25,121.0,?,4.0,0
?,22.0,22.0,22.0,?,1.0,1.83,11.0,22.0,6.0,0
?,81.0,?,9.0,0.35700000000000004,0.863,2.22,?,629.0,117.0,1
?,12.0,84.0,?,0.464,1.0,2.17,39.0,84.0,18.0,1
?,89.0,534.0,14.833,0.298,0.758,1.61,159.0,?,99.0,1
?,37.0,?,?,0.375,0.922,1.61,111.0,273.0,69.0,1
3.0,3.0,9.0,1.0,?,0.889,8.0,8.0,8.0,?,1
17.0,11.0,187.0,0.647,0.326,0.433,10.17,61.0,81.0,6.0,1
7.0,17.0,119.0,2.4290000000000003,0.328,0.731,1.44,39.0,87.0,27.0,1
?,?,7275.0,11.64,?,?,7.29,?,6796.0,455.0,1
9.0,?,2448.0,30.222,0.13699999999999998,0.532,?,?,1303.0,252.0,1
9.0,20.0,?,?,0.3670000000000001,?,?,66.0,162.0,30.0,1
?,266.0,4522.0,15.647,0.921,?,?,?,4522.0,325.0,1
9.0,162.0,1458.0,18.0,0.254,?,?,371.0,769.0,138.0,1
7.0,35.0,?,5.0,0.269,0.939,1.32,?,230.0,50.0,1
?,6.0,42.0,0.857,0.381,1.0,2.29,16.0,42.0,7.0,1
10.0,35.0,350.0,3.5,0.091,?,2.67,32.0,55.0,12.0,1
?,34.0,340.0,3.4,?,0.8,1.86,95.0,272.0,?,1
?,16.0,112.0,?,0.259,?,?,29.0,86.0,14.0,1
6.0,16.0,96.0,2.667,0.49,0.8440000000000001,1.96,47.0,81.0,?,1
7.0,17.0,119.0,?,0.454,?,3.18,54.0,103.0,17.0,1
10.0,10.0,100.0,?,0.56,0.69,28.0,56.0,?,?,1
11.0,271.0,2981.0,24.636,0.17600000000000002,0.6709999999999999,1.39,525.0,2001.0,378.0,1
9.0,82.0,738.0,9.111,0.247,?,2.09,182.0,690.0,87.0,1
10.0,47.0,470.0,4.7,?,0.991,?,226.0,466.0,?,1
9.0,7.0,63.0,?,?,0.6829999999999999,?,22.0,43.0,?,1
8.0,?,56.0,?,0.429,1.0,2.18,24.0,56.0,11.0,1
5.0,24.0,120.0,4.8,0.342,0.8079999999999999,1.32,41.0,97.0,31.0,1
11.0,?,?,8.727,0.331,0.954,4.32,?,?,81.0,1
?,?,?,1.412,?,0.809,4.88,166.0,330.0,34.0,1
7.0,?,77.0,1.571,0.299,1.0,1.77,23.0,77.0,13.0,1
8.0,12.0,?,1.5,?,1.0,1.5,?,96.0,28.0,1
1.0,52.0,52.0,52.0,0.5379999999999999,1.0,14.0,28.0,?,?,0
2.0,18.0,36.0,9.0,0.667,0.6940000000000001,24.0,24.0,25.0,1.0,0
6.0,?,246.0,6.832999999999998,0.232,0.927,?,57.0,?,44.0,1
15.0,?,5130.0,?,0.24,0.5479999999999999,?,1232.0,2810.0,495.0,1
7.0,26.0,?,3.714,0.192,0.626,?,35.0,114.0,23.0,1
9.0,160.0,1440.0,?,?,0.763,?,518.0,1098.0,197.0,1
?,?,142290.0,1.52,?,0.123,?,?,17452.0,2925.0,0
13.0,33.0,429.0,?,0.245,0.534,3.89,?,229.0,27.0,1
10.0,?,390.0,3.9,0.285,?,1.91,111.0,?,58.0,1
13.0,104.0,1352.0,8.0,?,0.639,3.44,?,864.0,?,1
10.0,35.0,350.0,3.5,?,0.72,?,109.0,?,58.0,1
7.0,?,?,1.857,?,0.868,1.37,26.0,79.0,19.0,1
?,59.0,472.0,7.375,?,0.8809999999999999,?,152.0,416.0,?,1
11.0,42.0,?,?,0.292,0.76,1.93,135.0,351.0,70.0,1
8.0,45.0,360.0,5.625,0.4920000000000001,0.722,?,177.0,260.0,19.0,1
12.0,72.0,864.0,?,0.638,0.918,?,551.0,?,90.0,1
9.0,86.0,774.0,9.556,0.211,?,?,?,400.0,126.0,1
?,6.0,42.0,0.857,0.333,0.762,4.67,14.0,32.0,3.0,1
7.0,?,63.0,1.286,0.46,0.889,?,29.0,56.0,12.0,1
4.0,?,?,3.0,0.25,0.792,?,12.0,?,4.0,1
5.0,?,65.0,2.6,0.431,0.923,1.87,28.0,60.0,15.0,1
7.0,?,217.0,4.4289999999999985,0.267,?,2.15,?,155.0,27.0,1
7.0,74.0,518.0,10.571,0.276,0.6829999999999999,1.57,143.0,354.0,?,1
?,98.0,1078.0,8.908999999999997,0.397,0.778,2.61,428.0,?,?,1
7.0,19.0,?,2.714,0.203,0.406,2.25,27.0,54.0,?,1
11.0,261.0,?,23.727,0.243,?,?,698.0,1505.0,361.0,1
?,264.0,2376.0,29.333,?,0.612,?,619.0,?,311.0,1
8.0,?,328.0,5.125,0.32299999999999995,0.643,1.66,106.0,211.0,?,1
10.0,49.0,490.0,4.9,0.529,0.939,3.01,259.0,460.0,?,1
9.0,21.0,189.0,2.333,0.365,0.905,2.3,69.0,171.0,30.0,1
1.0,279.0,?,279.0,?,1.0,38.43,269.0,279.0,?,0
9.0,?,360.0,?,0.506,0.964,?,182.0,?,59.0,1
9.0,82.0,?,9.111,?,0.8390000000000001,2.8,?,?,96.0,1
7.0,20.0,140.0,?,0.464,1.0,2.24,65.0,140.0,29.0,1
7.0,?,105.0,?,0.2,0.5710000000000001,1.5,21.0,60.0,14.0,1
?,?,560.0,8.75,0.298,?,1.76,?,?,?,1
1.0,40.0,40.0,40.0,0.175,1.0,1.17,7.0,?,6.0,1
9.0,492.0,4428.0,54.667,0.209,?,?,?,?,697.0,1
9.0,75.0,675.0,8.333,0.369,0.936,2.09,249.0,632.0,119.0,1
9.0,511.0,4599.0,56.778,0.225,?,1.38,1035.0,3670.0,751.0,1
10.0,?,2620.0,?,0.185,0.655,1.31,484.0,1715.0,369.0,1
10.0,49.0,490.0,4.9,0.165,?,1.35,81.0,318.0,60.0,1
7.0,23.0,161.0,3.286,0.298,0.8759999999999999,1.45,48.0,141.0,?,1
12.0,1.0,?,0.083,1.0,1.0,12.0,?,12.0,1.0,0
8.0,54.0,432.0,6.75,0.537,0.951,3.36,?,411.0,69.0,1
8.0,3.0,24.0,0.375,0.5,0.667,3.0,12.0,?,4.0,1
11.0,272.0,2992.0,24.727,0.28300000000000003,?,1.97,?,2103.0,431.0,1
?,15.0,135.0,1.6669999999999998,0.378,?,2.43,51.0,130.0,21.0,1
8.0,42.0,336.0,5.25,0.423,0.979,2.37,142.0,?,60.0,1
?,?,495.0,?,?,?,1.92,?,495.0,77.0,1
7.0,22.0,154.0,3.143,0.247,0.883,1.19,38.0,136.0,32.0,1
8.0,32.0,?,4.0,0.402,?,?,103.0,127.0,3.0,1
1.0,?,19.0,19.0,0.789,1.0,3.75,15.0,?,?,0
5.0,?,?,3.4,0.471,0.929,?,40.0,?,?,1
7.0,17.0,119.0,2.4290000000000003,0.227,0.58,2.7,27.0,69.0,10.0,1
7.0,?,294.0,6.0,0.262,0.738,1.79,77.0,217.0,?,1
?,44.0,396.0,4.8889999999999985,?,?,3.35,184.0,374.0,?,1
?,66.0,?,?,0.32299999999999995,?,?,?,?,96.0,1
?,67.0,?,5.582999999999998,?,0.7509999999999999,2.99,?,604.0,101.0,1
?,11.0,?,?,0.348,?,1.53,?,66.0,15.0,1
11.0,26.0,286.0,2.364,0.28300000000000003,0.888,2.19,81.0,?,37.0,1
6.0,27.0,162.0,4.5,0.475,?,2.33,77.0,131.0,?,1
7.0,30.0,210.0,?,0.295,0.8759999999999999,1.77,?,184.0,35.0,1
10.0,32.0,?,3.2,?,0.7879999999999999,1.69,98.0,?,58.0,1
7.0,14.0,?,?,0.408,0.939,2.5,40.0,92.0,16.0,1
9.0,9.0,81.0,1.0,0.272,0.753,1.38,22.0,61.0,16.0,1
?,18.0,?,?,0.302,0.984,1.36,38.0,124.0,28.0,1
5.0,?,480.0,19.2,0.342,0.738,?,164.0,?,77.0,1
9.0,161.0,1449.0,?,0.273,?,2.41,?,755.0,164.0,1
?,?,81954.0,2.707,?,?,?,?,35499.0,1756.0,0
8.0,150.0,1200.0,18.75,0.205,0.628,1.32,?,753.0,187.0,1
8.0,?,72.0,?,0.125,0.319,?,9.0,23.0,2.0,0
7.0,?,805.0,16.429000000000002,0.273,0.7040000000000001,?,220.0,567.0,128.0,1
?,?,280.0,2.8,0.375,0.657,?,105.0,184.0,?,1
7.0,38.0,?,5.4289999999999985,?,0.91,1.82,?,?,60.0,1
7.0,14.0,98.0,?,0.316,0.7759999999999999,2.21,31.0,?,14.0,1
8.0,20.0,160.0,2.5,0.413,?,2.06,66.0,157.0,32.0,1
?,157.0,1256.0,19.625,0.446,0.987,2.55,560.0,?,220.0,1
9.0,82.0,738.0,9.111,0.383,0.6409999999999999,2.62,?,473.0,108.0,1
?,47.0,423.0,5.222,?,0.943,?,171.0,399.0,86.0,1
7.0,?,182.0,3.714,0.269,0.929,1.23,49.0,169.0,40.0,1
7.0,28.0,196.0,4.0,0.306,0.847,1.58,60.0,166.0,38.0,1
10.0,?,160.0,1.6,0.28800000000000003,0.7440000000000001,2.19,46.0,119.0,21.0,1
15.0,?,810.0,3.6,?,0.6890000000000001,2.45,262.0,558.0,107.0,1
6.0,90.0,540.0,15.0,0.394,0.804,2.2,213.0,?,?,1
5.0,12.0,60.0,2.4,0.383,0.883,?,23.0,53.0,12.0,1
?,367.0,4037.0,33.364000000000004,0.221,?,1.64,?,3108.0,544.0,1
9.0,248.0,2232.0,27.556,0.33,0.727,?,?,?,308.0,1
7.0,14.0,98.0,?,?,0.847,1.65,38.0,83.0,23.0,1
?,65.0,260.0,16.25,?,0.631,2.66,77.0,164.0,29.0,1
7.0,66.0,462.0,9.429,0.294,?,1.46,?,427.0,?,1
9.0,295.0,2655.0,32.778,0.2,?,1.5,531.0,1483.0,?,1
8.0,12.0,96.0,?,0.458,?,3.67,44.0,64.0,12.0,1
8.0,17.0,136.0,2.125,0.419,0.956,2.11,?,?,27.0,1
8.0,31.0,248.0,3.875,?,0.722,2.02,?,179.0,46.0,1
1.0,?,?,?,0.992,1.0,?,125.0,126.0,?,0
9.0,?,1359.0,16.778,0.257,0.941,1.48,349.0,1279.0,236.0,1
9.0,12.0,108.0,1.3330000000000002,0.407,0.88,1.69,?,?,26.0,1
29.0,61.0,1769.0,2.103,0.121,0.431,1.78,214.0,762.0,?,0
7.0,10.0,70.0,1.429,0.28600000000000003,0.8859999999999999,1.82,20.0,62.0,11.0,1
?,6.0,36.0,1.0,0.194,0.417,3.5,7.0,15.0,?,0
12.0,?,3192.0,22.167,0.338,?,2.72,?,2130.0,397.0,1
?,268.0,2412.0,29.778,?,0.534,?,319.0,?,258.0,1
8.0,302.0,2416.0,37.75,?,0.73,?,510.0,1763.0,356.0,1
5.0,29.0,145.0,5.8,?,?,?,58.0,?,?,1
6.0,95.0,?,?,0.256,0.768,1.78,146.0,?,82.0,1
8.0,14.0,?,?,?,0.679,3.0,54.0,76.0,18.0,1
7.0,46.0,322.0,6.5710000000000015,0.354,1.0,?,114.0,322.0,78.0,1
9.0,153.0,1377.0,?,?,?,2.06,419.0,1168.0,203.0,1
?,?,?,11.6,0.246,?,?,?,881.0,178.0,1
?,272.0,2992.0,24.727,0.281,0.68,?,840.0,2036.0,420.0,1
?,180.0,1440.0,22.5,0.199,0.7240000000000001,1.31,286.0,?,219.0,1
9.0,33.0,?,3.667,0.35700000000000004,?,2.47,106.0,187.0,43.0,1
9.0,35.0,315.0,3.889,0.33,0.835,2.0,104.0,?,?,1
?,6.0,24.0,1.5,0.333,0.792,2.0,8.0,19.0,?,1
9.0,47.0,423.0,5.222,0.279,?,1.53,118.0,?,77.0,1
9.0,19.0,171.0,?,0.667,0.895,7.6,114.0,153.0,?,1
2.0,?,1074.0,268.5,?,0.655,?,?,703.0,30.0,0
7.0,6.0,42.0,?,0.405,0.929,1.89,17.0,?,?,1
?,64.0,?,?,0.514,0.966,2.84,329.0,618.0,116.0,1
9.0,45.0,405.0,5.0,0.447,0.8959999999999999,3.23,181.0,363.0,56.0,1
10.0,46.0,460.0,4.6,0.363,0.843,2.01,?,?,83.0,1
8.0,25.0,200.0,?,0.515,0.815,2.64,103.0,163.0,39.0,1
5.0,?,65.0,2.6,?,0.677,4.29,30.0,44.0,?,1
9.0,39.0,351.0,4.333,0.259,0.695,1.49,?,?,61.0,1
?,?,8533.0,16.13,0.941,?,16.83,8027.0,8533.0,477.0,1
12.0,40.0,480.0,3.333,0.46,?,?,221.0,284.0,?,1
?,96.0,480.0,19.2,0.329,0.7170000000000001,2.14,?,344.0,?,1
?,6.0,?,0.6,0.433,1.0,2.6,26.0,60.0,10.0,1
5.0,4.0,20.0,0.8,0.7,0.8,7.0,?,16.0,2.0,1
11.0,?,?,?,?,0.752,2.19,59.0,124.0,27.0,1
9.0,18.0,162.0,?,0.327,0.914,1.89,53.0,148.0,28.0,1
?,506.0,5060.0,50.6,?,?,?,?,2980.0,564.0,1
?,8.0,56.0,1.143,0.268,0.679,1.15,15.0,?,?,1
?,524.0,2096.0,131.0,0.542,0.603,40.57,1136.0,1264.0,28.0,0
9.0,217.0,1953.0,24.111,0.168,0.6859999999999999,1.4,329.0,1339.0,235.0,1
5.0,?,495.0,?,0.303,0.7390000000000001,1.92,?,366.0,78.0,1
?,63.0,?,9.0,?,0.941,1.94,149.0,415.0,77.0,1
9.0,12.0,108.0,?,?,1.0,1.57,44.0,?,28.0,1
7.0,33.0,?,4.714,0.385,0.922,?,?,?,40.0,1
12.0,116.0,1392.0,?,0.246,0.7070000000000001,?,?,984.0,172.0,1
7.0,15.0,105.0,?,0.4,0.924,1.5,42.0,?,28.0,1
?,?,1008.0,7.0,0.42,0.565,4.75,423.0,570.0,89.0,1
6.0,19.0,114.0,?,0.316,0.8859999999999999,1.8,36.0,101.0,20.0,1
?,300.0,4500.0,20.0,?,0.5760000000000001,2.36,?,2594.0,481.0,1
10.0,82.0,820.0,8.2,0.3,0.8320000000000001,2.05,246.0,?,120.0,1
1.0,?,19.0,?,0.684,?,?,13.0,19.0,3.0,0
8.0,10.0,80.0,1.25,0.35,0.763,1.75,28.0,?,16.0,1
9.0,?,?,2.556,?,?,1.82,51.0,118.0,?,1
3.0,54.0,162.0,?,0.364,0.519,8.43,59.0,84.0,7.0,0
10.0,17.0,170.0,?,0.535,0.853,7.58,91.0,145.0,12.0,1
8.0,?,?,0.75,0.375,0.8959999999999999,1.8,18.0,43.0,10.0,1
10.0,128.0,1280.0,12.8,0.355,0.7509999999999999,2.25,455.0,961.0,202.0,1
12.0,41.0,492.0,?,0.289,0.74,2.06,142.0,364.0,?,1
7.0,41.0,287.0,5.857,0.341,0.721,?,98.0,207.0,62.0,1
8.0,8.0,64.0,?,?,0.953,2.17,26.0,61.0,12.0,1
11.0,63.0,693.0,5.727,0.332,0.7240000000000001,2.77,?,502.0,83.0,1
8.0,7.0,56.0,0.875,0.429,1.0,2.67,24.0,56.0,9.0,1
7.0,21.0,147.0,?,0.327,0.728,1.41,48.0,107.0,34.0,1
7.0,?,?,19.286,?,0.528,1.09,108.0,?,99.0,1
?,147.0,1617.0,13.364,0.32,?,2.2,518.0,?,235.0,1
9.0,172.0,1548.0,19.111,?,?,1.31,265.0,1131.0,202.0,1
?,272.0,2992.0,24.727,?,0.595,1.43,504.0,1781.0,352.0,1
8.0,7.0,56.0,0.875,0.5,0.7859999999999999,3.11,?,44.0,9.0,1
8.0,?,120.0,1.875,?,?,?,34.0,?,?,1
7.0,15.0,105.0,2.143,0.314,1.0,1.57,33.0,105.0,21.0,1
?,35.0,?,?,0.382,0.657,6.13,147.0,253.0,24.0,1
6.0,?,108.0,3.0,0.306,0.787,1.32,33.0,85.0,?,1
?,216.0,1512.0,30.857,0.458,0.856,3.11,693.0,1294.0,223.0,1
5.0,42.0,210.0,8.4,?,?,1.46,54.0,?,37.0,1
?,85.0,1020.0,?,0.305,0.828,1.94,311.0,845.0,160.0,1
6.0,68.0,?,11.333,0.257,0.672,1.15,105.0,274.0,91.0,1
?,?,963.0,11.889,0.375,?,?,?,829.0,186.0,1
9.0,?,648.0,8.0,0.255,0.494,?,165.0,320.0,82.0,1
?,42.0,378.0,4.667,0.429,0.976,2.75,162.0,?,?,1
12.0,?,3024.0,?,0.416,0.682,4.75,?,2062.0,265.0,1
3.0,3.0,9.0,?,0.778,0.778,7.0,7.0,7.0,?,1
?,122.0,?,15.25,?,?,1.44,222.0,?,154.0,1
3.0,?,48.0,?,0.375,0.938,?,18.0,45.0,?,1
9.0,12.0,108.0,1.3330000000000002,0.38,1.0,1.46,41.0,108.0,28.0,1
?,?,4797.0,59.222,0.16699999999999998,0.5920000000000001,1.34,?,?,596.0,1
7.0,13.0,91.0,1.857,0.396,1.0,1.33,?,91.0,?,1
?,212.0,3392.0,?,?,0.693,5.75,?,2349.0,222.0,1
11.0,221.0,2431.0,20.091,0.25,0.544,1.95,?,1323.0,312.0,1
7.0,?,126.0,2.571,0.27,0.825,1.31,34.0,?,26.0,1
5.0,31.0,155.0,?,?,0.974,1.49,55.0,151.0,37.0,1
2.0,?,1070.0,?,0.545,?,24.29,583.0,673.0,24.0,0
8.0,132.0,1056.0,?,?,0.873,?,328.0,922.0,163.0,1
15.0,14.0,210.0,0.933,0.11,0.338,1.92,23.0,?,?,0
6.0,28.0,?,4.667,0.292,0.875,?,49.0,147.0,?,1
12.0,272.0,3264.0,22.667,0.329,?,2.74,?,2448.0,?,1
9.0,214.0,1926.0,23.778,0.23,0.748,1.44,443.0,1440.0,307.0,1
9.0,?,720.0,?,?,0.868,1.85,211.0,625.0,114.0,1
14.0,98.0,?,7.0,?,0.768,?,422.0,1054.0,174.0,1
12.0,98.0,1176.0,8.167,0.245,0.624,2.23,288.0,?,129.0,1
7.0,8.0,?,1.143,0.35700000000000004,0.893,?,20.0,50.0,9.0,1
?,110.0,880.0,?,0.23,0.872,1.66,202.0,767.0,122.0,1
?,181.0,1629.0,20.111,0.35,?,2.64,570.0,1260.0,216.0,1
9.0,281.0,2529.0,31.222,0.272,?,1.73,687.0,2164.0,398.0,1
7.0,91.0,637.0,13.0,0.163,0.535,?,104.0,341.0,71.0,1
10.0,535.0,5350.0,?,0.113,?,1.36,606.0,2448.0,447.0,1
?,?,19278.0,6.6110000000000015,?,?,?,?,12422.0,1003.0,0
8.0,42.0,336.0,5.25,0.271,0.813,1.54,91.0,273.0,59.0,1
1.0,78.0,78.0,78.0,0.949,1.0,24.67,74.0,78.0,?,0
?,?,104.0,?,0.6629999999999999,0.8170000000000001,?,69.0,85.0,10.0,1
5.0,?,85.0,3.4,0.5760000000000001,0.953,2.33,49.0,?,21.0,1
8.0,7.0,56.0,?,0.339,0.964,?,19.0,54.0,14.0,1
10.0,98.0,980.0,9.8,0.448,0.8809999999999999,2.74,?,863.0,?,1
9.0,272.0,2448.0,30.222,0.277,0.67,?,?,1640.0,365.0,1
8.0,?,184.0,?,0.277,0.8320000000000001,?,51.0,153.0,?,1
?,88.0,792.0,9.778,0.263,0.726,?,208.0,?,131.0,1
?,?,24920.0,0.787,?,?,?,?,16177.0,664.0,0
12.0,320.0,?,?,0.231,?,2.06,888.0,?,?,1
?,416.0,5824.0,29.714,0.384,0.617,4.64,2234.0,3594.0,481.0,1
9.0,16.0,144.0,1.778,0.215,0.764,?,31.0,?,20.0,1
7.0,7.0,49.0,1.0,0.245,1.0,1.71,12.0,49.0,?,1
10.0,?,?,0.9,0.344,0.856,1.72,31.0,77.0,18.0,1
12.0,?,4020.0,27.917,?,?,?,?,2722.0,348.0,1
?,13.0,169.0,1.0,0.124,0.45,3.5,21.0,?,6.0,0
38.0,?,15580.0,10.789,0.254,?,?,?,9403.0,1651.0,1
7.0,389.0,2723.0,55.57100000000001,?,0.584,?,455.0,?,381.0,1
?,63.0,630.0,6.3,0.294,?,2.2,185.0,564.0,84.0,1
2.0,16.0,?,?,0.25,0.531,?,8.0,17.0,?,0
9.0,92.0,?,?,0.35,0.917,2.07,?,759.0,140.0,1
?,14.0,?,1.556,0.706,0.865,7.42,89.0,109.0,12.0,1
1.0,?,19.0,19.0,0.737,?,?,14.0,19.0,?,0
?,?,140.0,?,0.314,?,1.91,44.0,126.0,23.0,1
7.0,31.0,217.0,4.4289999999999985,0.461,0.991,2.44,100.0,215.0,41.0,1
10.0,32.0,320.0,?,0.338,0.816,1.83,108.0,261.0,59.0,1
29.0,?,?,1.069,0.463,0.726,?,416.0,653.0,60.0,0
10.0,29.0,?,2.9,0.307,?,1.85,89.0,?,?,1
5.0,19.0,?,?,0.232,0.4,5.5,22.0,38.0,4.0,1
7.0,?,119.0,2.4290000000000003,?,0.782,1.65,43.0,93.0,26.0,1
?,?,2277.0,18.818,0.268,?,?,610.0,1647.0,332.0,1
?,60.0,1020.0,3.529,0.139,?,7.1,142.0,?,20.0,0
?,?,143993.0,1.489,?,?,?,?,23092.0,3212.0,0
?,13.0,104.0,1.625,0.452,0.971,1.96,?,101.0,24.0,1
3.0,536.0,1608.0,178.67,?,?,?,?,567.0,9.0,0
?,?,848.0,13.25,0.358,0.698,2.29,304.0,592.0,133.0,1
8.0,21.0,?,?,0.35700000000000004,0.964,2.07,60.0,162.0,?,1
