height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
?,9.0,54.0,1.5,?,?,?,8.0,16.0,2.0,0
?,?,148.0,?,?,1.0,47.33,142.0,148.0,?,0
10.0,45.0,450.0,?,0.296,?,?,133.0,?,?,1
?,?,120.0,1.2,0.35,?,2.33,42.0,104.0,?,1
10.0,98.0,?,9.8,0.379,?,2.22,371.0,?,167.0,1
?,162.0,?,?,?,?,?,424.0,1024.0,149.0,1
24.0,280.0,?,?,0.456,?,7.66,3064.0,?,?,1
?,?,3768.0,?,?,?,18.34,?,3609.0,186.0,1
1.0,23.0,23.0,23.0,0.826,?,?,19.0,?,?,0
8.0,175.0,1400.0,?,?,?,1.2,219.0,?,?,1
?,95.0,760.0,?,0.303,?,1.77,?,?,130.0,1
11.0,261.0,?,?,?,?,1.87,?,?,?,1
?,?,272.0,?,?,?,?,116.0,?,63.0,1
9.0,16.0,144.0,?,?,0.958,6.67,80.0,138.0,12.0,1
9.0,?,306.0,?,?,?,2.06,?,283.0,53.0,1
?,?,147.0,?,0.286,?,?,?,126.0,31.0,1
9.0,?,?,?,0.3,0.713,?,?,276.0,65.0,1
9.0,?,?,?,0.316,?,?,?,?,40.0,1
11.0,48.0,?,4.364,0.237,0.39,7.35,125.0,206.0,17.0,0
11.0,?,704.0,?,?,0.5579999999999999,?,278.0,393.0,83.0,1
10.0,?,?,2.2,0.332,?,2.15,?,157.0,?,1
3.0,?,339.0,?,0.357,0.378,?,?,?,4.0,0
?,?,22.0,?,?,?,1.83,11.0,22.0,?,0
?,81.0,729.0,?,0.357,?,2.22,?,?,?,1
7.0,12.0,84.0,1.714,?,1.0,?,?,84.0,18.0,1
?,89.0,534.0,?,?,0.758,1.61,159.0,405.0,99.0,1
8.0,?,?,4.625,?,?,?,?,?,?,1
3.0,?,?,1.0,?,?,?,?,8.0,1.0,1
?,11.0,?,?,?,0.433,10.17,61.0,?,6.0,1
7.0,17.0,?,?,?,?,1.44,?,87.0,27.0,1
25.0,291.0,?,?,?,0.934,?,?,?,?,1
?,?,2448.0,?,?,0.532,1.33,336.0,1303.0,?,1
9.0,20.0,180.0,2.222,0.3670000000000001,0.9,?,66.0,162.0,30.0,1
?,266.0,?,15.647,0.921,?,?,?,?,?,1
9.0,162.0,1458.0,18.0,0.254,0.527,2.69,?,?,138.0,1
?,35.0,?,?,0.269,0.939,1.32,?,?,50.0,1
?,6.0,?,?,?,?,2.29,16.0,?,7.0,1
10.0,?,350.0,?,?,?,?,32.0,?,12.0,1
10.0,34.0,?,3.4,0.279,0.8,1.86,?,?,?,1
7.0,16.0,?,?,?,?,?,?,?,14.0,1
?,?,96.0,2.667,?,?,1.96,?,81.0,?,1
?,?,?,2.4290000000000003,0.454,0.866,?,54.0,103.0,17.0,1
?,?,100.0,?,0.56,0.69,?,56.0,?,2.0,1
11.0,?,?,24.636,0.176,?,1.39,?,2001.0,?,1
?,?,738.0,?,?,?,?,?,?,?,1
?,?,?,?,?,?,?,226.0,466.0,?,1
?,?,63.0,?,0.349,?,2.2,22.0,43.0,10.0,1
?,?,56.0,0.875,0.429,?,?,24.0,?,?,1
5.0,24.0,?,?,?,0.8079999999999999,?,41.0,97.0,31.0,1
11.0,?,?,8.727,?,0.954,4.32,?,1007.0,?,1
17.0,24.0,?,?,0.407,?,?,166.0,?,34.0,1
?,11.0,?,?,?,?,1.77,?,?,?,1
?,?,?,1.5,0.438,?,1.5,42.0,?,?,1
1.0,?,52.0,?,0.5379999999999999,1.0,?,28.0,52.0,?,0
2.0,18.0,36.0,?,0.667,?,?,?,?,?,0
6.0,41.0,246.0,?,?,0.927,?,57.0,228.0,44.0,1
15.0,342.0,?,22.8,0.24,0.5479999999999999,?,?,?,?,1
7.0,?,?,?,?,?,1.52,35.0,?,23.0,1
9.0,160.0,1440.0,17.778,?,0.763,?,518.0,?,?,1
306.0,465.0,?,1.52,?,0.123,?,?,?,2925.0,0
13.0,33.0,?,2.5380000000000003,?,?,3.89,?,229.0,?,1
10.0,39.0,?,?,0.285,?,?,111.0,?,?,1
?,104.0,1352.0,?,?,?,?,268.0,?,78.0,1
10.0,35.0,350.0,?,?,?,?,?,?,?,1
?,?,?,?,0.286,0.868,?,?,79.0,19.0,1
8.0,59.0,472.0,?,0.322,?,?,?,416.0,?,1
11.0,?,?,3.818,?,0.76,1.93,?,?,70.0,1
8.0,?,?,?,?,0.722,?,?,?,?,1
12.0,?,?,6.0,?,?,?,?,793.0,90.0,1
9.0,86.0,?,?,0.211,?,1.29,163.0,400.0,?,1
?,?,42.0,?,?,0.762,?,?,32.0,?,1
7.0,9.0,63.0,?,?,?,2.42,29.0,56.0,?,1
?,12.0,?,?,0.25,?,3.0,?,38.0,?,1
?,13.0,65.0,?,?,0.923,1.87,?,?,?,1
?,?,?,?,0.267,?,?,58.0,155.0,27.0,1
?,?,?,?,0.276,?,1.57,?,?,?,1
11.0,?,1078.0,?,?,?,?,?,839.0,?,1
7.0,?,133.0,2.714,?,?,?,?,54.0,12.0,1
11.0,261.0,?,?,0.243,0.524,1.93,698.0,?,361.0,1
?,264.0,2376.0,29.333,0.261,?,?,619.0,?,311.0,1
?,?,328.0,5.125,0.3229999999999999,0.643,1.66,106.0,?,?,1
10.0,49.0,490.0,4.9,?,0.939,?,?,?,86.0,1
?,21.0,189.0,2.333,?,?,?,?,171.0,30.0,1
?,?,?,?,0.964,?,38.43,?,279.0,7.0,0
9.0,?,360.0,?,0.506,?,?,?,347.0,59.0,1
9.0,?,?,9.111,?,0.8390000000000001,2.8,?,619.0,?,1
7.0,20.0,?,?,0.464,1.0,2.24,?,?,29.0,1
?,?,?,2.143,0.2,0.5710000000000001,?,21.0,?,?,1
?,?,560.0,8.75,?,0.914,?,167.0,512.0,?,1
?,40.0,?,?,?,1.0,1.17,7.0,?,?,1
?,?,?,54.667,?,0.7809999999999999,1.33,924.0,?,?,1
?,75.0,?,?,?,0.936,?,?,?,119.0,1
9.0,?,?,?,?,0.7979999999999999,?,?,3670.0,751.0,1
10.0,262.0,?,26.2,0.185,0.655,1.31,484.0,?,?,1
10.0,?,490.0,4.9,0.165,?,1.35,81.0,318.0,60.0,1
?,23.0,?,3.286,0.298,0.8759999999999999,1.45,?,141.0,33.0,1
?,1.0,12.0,?,1.0,1.0,?,?,12.0,?,0
?,54.0,432.0,?,?,0.951,?,232.0,411.0,69.0,1
?,3.0,?,0.375,0.5,?,?,12.0,16.0,4.0,1
?,?,2992.0,24.727,0.283,?,1.97,847.0,?,?,1
?,15.0,135.0,?,?,?,2.43,51.0,130.0,?,1
8.0,42.0,?,?,?,?,2.37,142.0,?,60.0,1
?,?,495.0,?,0.299,?,1.92,148.0,?,?,1
?,22.0,154.0,?,0.247,0.883,1.19,?,136.0,32.0,1
8.0,32.0,256.0,4.0,0.402,?,?,?,?,3.0,1
1.0,19.0,19.0,?,0.789,1.0,3.75,?,19.0,4.0,0
?,17.0,85.0,?,?,0.929,2.35,40.0,79.0,?,1
?,17.0,119.0,2.4290000000000003,?,0.58,2.7,?,69.0,?,1
7.0,42.0,294.0,6.0,0.262,0.738,1.79,77.0,217.0,43.0,1
?,?,396.0,?,?,0.944,?,184.0,?,55.0,1
9.0,66.0,594.0,?,?,0.805,?,?,?,?,1
?,67.0,?,?,0.376,?,?,302.0,604.0,101.0,1
6.0,11.0,66.0,1.833,?,1.0,1.53,?,66.0,?,1
?,?,286.0,?,?,?,?,81.0,?,37.0,1
6.0,27.0,162.0,4.5,0.475,?,?,77.0,?,?,1
?,?,210.0,?,0.295,?,1.77,62.0,?,35.0,1
10.0,32.0,320.0,?,?,?,1.69,?,252.0,?,1
7.0,14.0,?,2.0,0.408,?,2.5,?,92.0,16.0,1
9.0,?,81.0,1.0,?,?,?,22.0,61.0,?,1
?,18.0,126.0,?,0.302,0.984,1.36,?,?,?,1
5.0,?,480.0,19.2,0.342,?,?,164.0,354.0,?,1
9.0,161.0,1449.0,?,?,0.521,?,?,?,164.0,1
174.0,471.0,?,2.707,?,0.433,?,?,?,?,0
?,150.0,?,?,0.205,0.628,?,?,753.0,187.0,1
?,?,72.0,1.125,0.125,?,?,?,?,?,0
?,?,805.0,16.429000000000002,0.273,0.7040000000000001,?,220.0,?,?,1
?,?,280.0,?,0.375,?,?,?,?,?,1
?,?,?,5.428999999999999,?,?,?,?,242.0,60.0,1
7.0,?,?,?,0.316,?,?,?,76.0,14.0,1
8.0,?,?,?,?,0.981,?,66.0,?,?,1
?,157.0,?,19.625,?,0.987,2.55,?,1240.0,?,1
?,?,738.0,?,?,0.6409999999999999,2.62,283.0,473.0,?,1
?,47.0,423.0,?,?,?,?,171.0,399.0,?,1
?,26.0,182.0,?,0.269,0.929,?,49.0,?,?,1
?,28.0,196.0,4.0,?,?,?,60.0,?,38.0,1
10.0,?,?,?,0.288,0.7440000000000001,2.19,46.0,119.0,21.0,1
?,54.0,?,3.6,0.3229999999999999,?,?,?,?,?,1
6.0,?,540.0,?,?,?,?,?,434.0,?,1
5.0,12.0,60.0,2.4,0.383,0.883,1.92,23.0,?,12.0,1
11.0,367.0,?,33.364000000000004,?,0.77,?,?,3108.0,?,1
?,?,2232.0,?,0.33,?,2.39,?,?,?,1
?,?,?,?,0.388,0.847,1.65,38.0,83.0,?,1
4.0,65.0,?,?,0.296,0.631,?,77.0,164.0,29.0,1
?,66.0,?,9.429,?,?,1.46,136.0,?,93.0,1
?,295.0,?,32.778,?,?,1.5,531.0,1483.0,354.0,1
?,?,96.0,?,0.458,?,3.67,44.0,64.0,?,1
8.0,?,136.0,?,0.419,0.956,2.11,57.0,?,27.0,1
8.0,31.0,?,3.875,0.375,?,2.02,93.0,?,?,1
?,126.0,126.0,?,?,1.0,?,125.0,126.0,?,0
9.0,?,1359.0,?,0.257,?,?,?,?,236.0,1
9.0,?,?,?,0.407,?,1.69,?,95.0,?,1
29.0,61.0,?,?,?,?,1.78,?,762.0,?,0
?,10.0,70.0,?,0.286,0.8859999999999999,?,?,?,?,1
6.0,?,36.0,?,?,?,3.5,?,?,?,0
12.0,266.0,?,22.167,?,?,?,1079.0,?,?,1
?,268.0,2412.0,?,0.132,?,1.24,?,?,?,1
8.0,?,?,37.75,?,?,1.43,510.0,?,?,1
5.0,29.0,145.0,5.8,?,?,1.61,?,?,36.0,1
?,?,570.0,15.833,?,0.768,1.78,?,?,82.0,1
?,14.0,112.0,1.75,?,?,?,54.0,76.0,18.0,1
7.0,46.0,?,6.5710000000000015,0.354,?,?,?,322.0,78.0,1
?,153.0,1377.0,17.0,?,?,?,419.0,1168.0,203.0,1
10.0,116.0,1160.0,?,?,0.759,1.6,?,?,178.0,1
?,272.0,?,?,?,?,2.0,840.0,2036.0,?,1
?,?,?,22.5,?,0.7240000000000001,1.31,?,1043.0,?,1
9.0,33.0,?,?,0.357,0.63,?,?,187.0,?,1
9.0,35.0,?,3.889,?,?,?,104.0,?,?,1
4.0,?,24.0,?,?,0.792,?,?,?,4.0,1
9.0,47.0,?,5.222,?,0.773,?,?,?,?,1
9.0,?,171.0,?,?,0.895,7.6,114.0,?,15.0,1
?,537.0,1074.0,268.5,?,?,21.27,?,?,?,0
7.0,?,42.0,0.857,?,?,?,?,?,9.0,1
10.0,?,?,?,0.514,0.966,2.84,329.0,618.0,116.0,1
9.0,?,?,?,0.447,0.8959999999999999,3.23,181.0,363.0,?,1
?,?,460.0,4.6,0.363,0.843,2.01,?,?,?,1
8.0,?,200.0,3.125,0.515,0.815,?,?,163.0,?,1
5.0,?,65.0,?,?,0.677,4.29,?,44.0,?,1
9.0,39.0,?,?,0.259,0.695,?,?,?,?,1
?,371.0,?,16.13,?,1.0,?,8027.0,?,?,1
12.0,?,?,?,?,0.5920000000000001,?,221.0,?,?,1
?,96.0,480.0,?,?,0.7170000000000001,2.14,158.0,344.0,74.0,1
10.0,6.0,60.0,?,?,1.0,2.6,26.0,60.0,10.0,1
?,4.0,?,?,?,0.8,7.0,?,?,?,1
11.0,?,?,1.364,0.358,0.752,2.19,59.0,124.0,27.0,1
9.0,?,?,?,?,0.914,?,53.0,?,28.0,1
?,?,?,50.6,?,?,?,?,?,564.0,1
?,?,56.0,?,?,?,?,?,38.0,?,1
?,524.0,2096.0,?,0.542,?,40.57,?,1264.0,?,0
?,217.0,?,?,?,?,?,329.0,?,?,1
5.0,?,495.0,?,?,?,?,150.0,?,78.0,1
7.0,?,441.0,?,0.338,0.941,?,149.0,415.0,77.0,1
?,12.0,?,1.3330000000000002,?,?,?,44.0,?,28.0,1
7.0,?,231.0,?,?,?,?,?,213.0,40.0,1
?,116.0,?,?,0.246,?,?,343.0,984.0,?,1
?,15.0,?,?,?,?,?,42.0,?,?,1
12.0,?,?,?,0.42,0.565,?,423.0,570.0,89.0,1
6.0,?,114.0,?,0.316,0.8859999999999999,?,36.0,101.0,?,1
?,300.0,?,20.0,0.252,?,?,?,?,?,1
?,82.0,820.0,?,0.3,0.8320000000000001,2.05,246.0,?,120.0,1
?,?,?,19.0,?,?,4.33,?,?,3.0,0
?,10.0,80.0,1.25,?,?,1.75,28.0,61.0,16.0,1
?,23.0,207.0,?,?,?,1.82,51.0,?,28.0,1
3.0,54.0,162.0,18.0,0.364,0.519,8.43,59.0,84.0,7.0,0
?,?,170.0,1.7,0.535,?,?,91.0,145.0,?,1
?,?,?,0.75,0.375,?,?,18.0,?,10.0,1
10.0,?,?,12.8,0.355,?,2.25,?,?,202.0,1
12.0,41.0,492.0,3.417,0.289,?,2.06,142.0,364.0,?,1
?,41.0,?,?,?,?,?,98.0,207.0,62.0,1
8.0,8.0,64.0,?,?,?,2.17,26.0,?,12.0,1
11.0,63.0,?,5.727,?,?,?,?,502.0,?,1
?,?,?,0.875,?,1.0,2.67,?,56.0,9.0,1
7.0,21.0,?,?,0.327,0.728,?,?,107.0,?,1
7.0,135.0,945.0,?,0.114,?,?,108.0,499.0,?,1
11.0,?,?,13.364,0.32,0.607,?,518.0,982.0,?,1
?,?,1548.0,?,0.171,?,?,?,?,202.0,1
11.0,?,?,24.727,?,0.595,?,?,?,?,1
?,?,?,?,?,0.7859999999999999,3.11,?,?,9.0,1
8.0,15.0,?,1.875,0.283,0.65,?,34.0,78.0,?,1
7.0,15.0,?,?,0.314,1.0,1.57,33.0,?,21.0,1
11.0,?,385.0,?,0.382,0.657,?,?,253.0,24.0,1
6.0,?,?,3.0,?,?,?,33.0,85.0,?,1
7.0,216.0,?,30.857,0.458,0.856,3.11,?,1294.0,223.0,1
?,?,?,8.4,0.257,?,?,54.0,176.0,37.0,1
?,?,?,7.082999999999998,0.305,0.828,?,?,845.0,160.0,1
?,68.0,408.0,?,?,?,?,105.0,274.0,91.0,1
?,?,?,?,?,?,?,?,829.0,?,1
?,?,648.0,?,?,?,?,?,320.0,?,1
9.0,42.0,?,4.667,0.429,?,2.75,162.0,369.0,?,1
?,252.0,3024.0,21.0,0.416,0.682,?,?,?,265.0,1
?,3.0,9.0,1.0,0.778,?,7.0,?,?,1.0,1
8.0,122.0,976.0,15.25,?,?,?,222.0,634.0,?,1
3.0,16.0,?,?,0.375,0.938,2.25,?,?,?,1
9.0,?,108.0,?,0.38,1.0,?,41.0,108.0,?,1
9.0,?,?,59.222,?,0.5920000000000001,?,?,?,?,1
7.0,13.0,91.0,?,?,?,1.33,36.0,?,27.0,1
?,212.0,?,13.25,0.376,?,5.75,?,?,?,1
?,?,?,?,0.25,?,1.95,?,1323.0,?,1
7.0,18.0,126.0,2.571,0.27,?,1.31,?,?,?,1
5.0,31.0,155.0,6.2,?,?,1.49,?,151.0,?,1
?,535.0,?,?,0.545,?,24.29,?,673.0,?,0
?,132.0,?,?,?,?,?,?,?,?,1
?,?,?,?,0.11,0.338,1.92,?,71.0,12.0,0
?,28.0,168.0,?,?,?,1.29,?,?,?,1
12.0,272.0,3264.0,?,0.329,?,?,1075.0,?,393.0,1
?,214.0,1926.0,?,0.23,?,?,?,1440.0,?,1
?,?,720.0,8.889,0.293,0.868,?,211.0,625.0,?,1
?,?,?,7.0,?,?,?,422.0,1054.0,?,1
12.0,98.0,1176.0,8.167,?,?,2.23,?,?,?,1
?,?,?,?,?,0.893,2.22,?,50.0,?,1
?,110.0,?,?,0.23,0.872,1.66,202.0,767.0,122.0,1
?,181.0,?,20.111,?,?,2.64,?,?,?,1
?,281.0,?,?,0.272,0.856,?,?,2164.0,?,1
7.0,91.0,?,13.0,?,0.535,?,104.0,341.0,?,1
10.0,535.0,?,53.5,?,0.458,?,?,2448.0,447.0,1
54.0,357.0,?,6.6110000000000015,?,0.644,?,?,?,?,0
8.0,42.0,?,5.25,?,0.813,?,91.0,?,59.0,1
?,78.0,78.0,?,0.949,?,?,74.0,78.0,?,0
?,13.0,?,?,?,?,?,?,?,?,1
?,17.0,?,?,?,?,2.33,49.0,?,21.0,1
8.0,7.0,56.0,?,0.339,?,1.36,?,54.0,?,1
10.0,98.0,980.0,?,?,?,2.74,?,863.0,?,1
?,?,2448.0,30.222,?,0.67,1.86,?,1640.0,?,1
?,23.0,184.0,2.875,0.277,0.8320000000000001,1.7,?,?,?,1
9.0,?,792.0,?,?,0.726,1.59,?,?,?,1
178.0,140.0,?,0.787,?,0.649,?,?,?,?,0
?,320.0,3840.0,26.667,?,0.514,2.06,?,1975.0,?,1
14.0,416.0,5824.0,29.714,0.384,0.617,?,?,3594.0,?,1
?,?,144.0,?,0.215,?,?,31.0,?,?,1
7.0,7.0,?,?,?,?,?,12.0,?,?,1
10.0,9.0,90.0,?,0.344,0.856,?,31.0,77.0,18.0,1
?,335.0,4020.0,27.917,?,?,?,?,?,?,1
?,13.0,169.0,1.0,?,?,3.5,?,?,?,0
38.0,410.0,?,10.789,?,0.604,?,?,?,?,1
7.0,389.0,2723.0,55.57100000000001,0.1669999999999999,?,1.19,455.0,1591.0,?,1
10.0,?,630.0,?,?,0.895,?,185.0,564.0,?,1
?,?,32.0,8.0,0.25,?,2.67,8.0,17.0,3.0,0
9.0,92.0,828.0,?,0.35,?,?,?,759.0,140.0,1
?,14.0,?,1.556,?,?,7.42,89.0,109.0,12.0,1
1.0,?,19.0,19.0,0.737,1.0,?,14.0,?,?,0
10.0,?,140.0,1.4,?,?,1.91,?,?,?,1
?,?,?,4.428999999999999,0.461,?,2.44,100.0,215.0,?,1
?,?,?,3.2,0.338,0.816,1.83,108.0,261.0,59.0,1
29.0,?,899.0,1.069,?,0.726,6.93,?,?,60.0,0
?,29.0,?,2.9,0.307,0.855,1.85,89.0,?,?,1
5.0,?,95.0,3.8,0.232,?,5.5,22.0,?,4.0,1
?,?,119.0,2.4290000000000003,0.361,?,1.65,43.0,93.0,26.0,1
11.0,?,2277.0,?,0.268,0.723,?,610.0,?,?,1
17.0,?,?,3.529,0.139,0.371,7.1,?,378.0,20.0,0
311.0,463.0,?,1.489,?,0.16,?,?,?,3212.0,0
?,?,?,1.625,?,?,1.96,47.0,101.0,24.0,1
3.0,536.0,?,178.67,0.341,0.353,?,?,?,9.0,0
?,106.0,848.0,?,?,0.698,2.29,?,?,133.0,1
?,?,?,?,?,?,?,60.0,?,?,1
?,9.0,?,1.0,0.63,?,?,51.0,65.0,?,1
?,?,?,8.908999999999997,?,0.602,2.15,297.0,?,138.0,1
7.0,9.0,?,1.286,?,?,?,?,?,15.0,1
7.0,14.0,98.0,2.0,0.357,?,?,35.0,92.0,?,1
6.0,?,66.0,1.833,?,?,1.33,24.0,63.0,18.0,1
?,?,?,11.313,?,?,?,?,2198.0,?,1
?,34.0,340.0,?,0.426,?,3.02,145.0,223.0,?,1
10.0,25.0,250.0,2.5,?,?,?,?,147.0,?,1
?,?,?,1.8,0.383,1.0,2.3,69.0,?,30.0,1
9.0,105.0,945.0,?,0.236,?,?,223.0,?,117.0,1
?,?,?,9.125,0.433,0.875,?,253.0,511.0,?,1
1.0,?,42.0,?,?,?,2.6,?,42.0,5.0,0
5.0,?,175.0,?,0.2,0.8290000000000001,?,35.0,145.0,?,1
7.0,?,?,?,0.273,?,1.48,65.0,181.0,?,1
8.0,?,56.0,?,?,1.0,?,?,?,11.0,1
7.0,26.0,182.0,3.714,0.374,0.846,1.66,?,?,41.0,1
1.0,29.0,29.0,29.0,1.0,?,29.0,29.0,29.0,?,0
?,?,?,?,?,0.762,?,40.0,64.0,14.0,1
?,?,?,8.142999999999999,?,0.797,?,?,318.0,?,1
?,29.0,?,?,0.368,?,1.73,?,166.0,37.0,1
?,38.0,380.0,?,?,?,?,?,339.0,?,1
?,?,?,1.4,?,?,1.45,16.0,35.0,?,1
?,?,?,1.875,?,?,?,32.0,92.0,?,1
?,?,?,?,?,0.804,?,20.0,45.0,10.0,1
17.0,?,?,23.706,?,0.521,5.43,2388.0,?,?,1
6.0,?,78.0,?,?,?,?,?,38.0,6.0,1
?,17.0,?,2.125,0.228,0.882,?,31.0,?,?,1
?,354.0,?,27.231,?,?,?,?,?,?,1
?,?,2176.0,?,?,0.539,1.35,?,1172.0,?,1
?,35.0,280.0,?,0.382,1.0,?,107.0,?,?,1
?,60.0,540.0,6.667000000000002,0.413,?,?,?,444.0,81.0,1
?,?,266.0,1.357,?,?,?,?,144.0,?,0
2.0,538.0,?,?,?,?,?,?,736.0,16.0,0
8.0,33.0,264.0,?,0.371,0.795,?,?,210.0,?,1
?,107.0,2568.0,?,0.908,?,?,2333.0,?,138.0,1
?,13.0,104.0,?,0.394,?,2.28,?,?,?,1
10.0,107.0,?,10.7,0.273,0.738,1.81,?,?,?,1
6.0,38.0,?,?,?,?,1.51,86.0,?,57.0,1
9.0,?,108.0,1.3330000000000002,0.389,?,2.33,42.0,92.0,18.0,1
?,13.0,?,?,0.423,0.923,?,?,?,?,1
3.0,?,1611.0,?,0.353,0.364,?,?,587.0,?,0
?,36.0,?,?,0.211,0.789,1.52,?,142.0,25.0,1
?,71.0,?,?,0.31,0.861,?,?,?,95.0,1
?,6.0,42.0,?,0.286,?,1.71,12.0,?,?,1
9.0,?,2097.0,25.889,0.165,0.687,1.26,?,?,?,1
?,22.0,22.0,?,?,?,2.6,13.0,?,?,1
7.0,214.0,?,30.571,0.449,0.899,2.77,672.0,1346.0,?,1
?,?,333.0,?,?,0.655,?,111.0,218.0,50.0,1
?,?,230.0,2.3,?,?,2.2,?,142.0,30.0,1
?,?,427.0,?,0.321,0.667,1.9,137.0,?,72.0,1
?,151.0,?,?,0.077,0.434,?,81.0,459.0,?,1
?,?,790.0,7.9,?,0.784,2.25,?,?,122.0,1
?,82.0,738.0,?,0.343,0.913,?,253.0,674.0,125.0,1
?,280.0,2520.0,31.111,0.165,?,?,415.0,1724.0,?,1
?,6.0,48.0,?,?,0.979,?,16.0,47.0,?,1
23.0,?,?,3.783,?,0.6709999999999999,2.36,?,?,?,1
8.0,?,200.0,?,?,?,?,74.0,146.0,?,1
24.0,334.0,?,13.917,?,0.966,?,?,?,?,1
?,49.0,?,?,?,?,?,?,440.0,88.0,1
8.0,34.0,272.0,?,0.357,0.75,1.87,?,?,52.0,1
1.0,?,?,?,?,?,?,?,15.0,3.0,0
22.0,208.0,?,9.455,?,0.555,?,?,?,?,1
10.0,?,2490.0,?,?,?,?,1151.0,2097.0,326.0,1
?,126.0,1260.0,?,?,0.833,?,516.0,1049.0,?,1
?,35.0,?,3.889,?,?,?,83.0,?,29.0,1
?,?,?,?,0.361,?,?,242.0,412.0,?,1
8.0,?,336.0,5.25,0.369,1.0,1.85,124.0,336.0,67.0,1
?,?,?,2.625,?,0.6729999999999999,?,57.0,113.0,29.0,1
1.0,?,44.0,?,0.909,?,20.0,40.0,44.0,?,0
6.0,14.0,84.0,?,0.56,?,?,?,?,21.0,1
1.0,?,?,?,1.0,1.0,537.0,?,?,?,0
?,?,225.0,?,?,0.436,?,42.0,98.0,?,0
?,92.0,?,10.222,?,?,1.93,238.0,?,123.0,1
8.0,16.0,128.0,?,?,?,?,55.0,?,27.0,1
9.0,?,972.0,?,0.222,0.778,?,?,?,125.0,1
?,?,220.0,2.2,?,?,1.74,61.0,131.0,35.0,1
?,?,?,6.6,0.27,0.638,?,178.0,421.0,95.0,1
8.0,31.0,248.0,3.875,0.327,0.79,1.84,?,196.0,?,1
?,32.0,?,?,0.375,0.8009999999999999,?,?,205.0,?,1
?,19.0,?,?,?,0.768,7.36,103.0,?,?,1
5.0,203.0,?,40.6,0.239,?,?,243.0,?,?,1
?,?,1074.0,268.5,0.5379999999999999,?,?,?,596.0,?,0
1.0,?,379.0,?,0.963,1.0,60.83,?,379.0,?,0
8.0,?,104.0,?,0.365,0.933,1.65,?,97.0,?,1
9.0,284.0,?,31.556,0.1369999999999999,?,1.41,?,?,249.0,1
?,?,?,2.4290000000000003,0.353,?,?,?,?,27.0,1
?,151.0,1510.0,15.1,?,0.785,?,?,1186.0,165.0,1
?,?,?,?,?,0.326,1.5,?,?,?,1
?,31.0,217.0,4.428999999999999,0.318,0.8390000000000001,1.35,?,182.0,?,1
?,?,1344.0,27.429,0.136,0.385,?,183.0,518.0,?,1
7.0,13.0,?,1.857,?,?,?,24.0,?,13.0,1
?,10.0,40.0,?,?,?,?,20.0,36.0,5.0,1
8.0,?,40.0,0.625,0.4,?,2.67,16.0,?,6.0,1
9.0,34.0,?,?,0.363,?,?,111.0,?,?,1
?,10.0,70.0,1.429,0.329,?,?,?,70.0,13.0,1
?,?,250.0,?,?,?,?,90.0,?,?,1
?,?,23.0,0.043,?,1.0,23.0,23.0,23.0,?,0
8.0,12.0,96.0,?,?,0.8959999999999999,2.05,43.0,86.0,?,1
7.0,?,?,?,0.405,0.845,1.85,?,426.0,110.0,1
7.0,?,56.0,?,?,1.0,?,?,56.0,13.0,1
?,123.0,?,?,0.419,0.962,?,?,?,?,1
?,23.0,?,?,?,1.0,?,?,207.0,39.0,1
?,9.0,99.0,?,?,?,9.0,?,?,?,1
7.0,?,?,8.571,?,0.8859999999999999,1.5,120.0,?,80.0,1
7.0,?,553.0,?,0.5660000000000001,0.967,3.56,313.0,535.0,?,1
?,78.0,?,?,?,0.745,1.35,152.0,465.0,?,1
?,32.0,192.0,?,0.286,0.8909999999999999,?,?,?,?,1
6.0,?,564.0,15.667,0.326,0.862,2.02,?,486.0,?,1
?,?,55.0,?,0.4,?,1.57,22.0,?,?,1
83.0,326.0,?,3.928,?,0.6709999999999999,?,?,?,?,0
?,?,?,?,?,?,9.0,?,9.0,?,0
10.0,?,?,3.4,0.303,0.8,1.81,?,?,?,1
10.0,250.0,2500.0,?,?,?,?,301.0,?,253.0,1
?,12.0,60.0,?,?,0.9,3.0,?,54.0,?,1
?,14.0,98.0,?,0.327,0.847,?,?,?,22.0,1
9.0,534.0,4806.0,?,?,0.633,?,?,?,?,1
?,13.0,91.0,1.857,?,?,?,?,?,19.0,1
8.0,?,?,6.625,0.37,0.901,?,157.0,382.0,?,1
10.0,100.0,?,?,?,?,1.82,?,?,147.0,1
10.0,18.0,180.0,?,0.583,?,?,?,161.0,?,1
?,25.0,?,3.571,?,?,1.22,?,141.0,27.0,1
?,?,1551.0,12.818,?,?,?,?,?,199.0,1
8.0,109.0,?,13.625,?,0.8540000000000001,?,?,?,125.0,1
7.0,13.0,91.0,?,0.154,?,2.0,?,?,7.0,0
6.0,?,78.0,?,0.551,?,2.53,43.0,72.0,17.0,1
?,?,?,10.889,?,?,1.58,163.0,584.0,?,1
7.0,47.0,329.0,6.714,0.271,0.878,2.23,?,?,40.0,1
13.0,188.0,2444.0,14.462,?,0.71,1.67,460.0,?,275.0,1
?,?,?,6.0,?,?,2.15,?,697.0,?,1
5.0,?,25.0,1.0,?,?,?,?,?,4.0,1
?,?,132.0,1.091,0.4920000000000001,?,?,65.0,99.0,?,1
?,22.0,?,2.75,?,?,2.59,70.0,139.0,?,1
